doctor_id,language_id
11100919,101004
11100920,101004
11100921,101004
11100922,101004
11100923,101004
11100924,101004
11100925,101004
11100926,101004
11100927,101004
11100928,101004
11100929,101004
11100930,101004
11100931,101004
11100932,101004
11100933,101004
11100934,101004
11100935,101004
11100936,101004
11100937,101004
11100938,101004
11100939,101004
11100940,101004
11100941,101004
11100942,101004
11100943,101004
11100944,101004
11100945,101004
11100946,101004
11100947,101004
11100948,101004
11100949,101004
11100950,101004
11100951,101004
11100952,101004
11100953,101004
11100954,101004
11100955,101004
11100956,101004
11100957,101004
11100958,101004
11100959,101004
11100960,101004
11100961,101004
11100962,101004
11100963,101004
11100964,101004
11100965,101004
11100966,101004
11100967,101004
11100968,101004
11100969,101004
11100970,101004
11100971,101004
11100972,101004
11100973,101004
11100974,101004
11100975,101004
11100976,101004
11100977,101004
11100978,101004
11100979,101004
11100980,101004
11100981,101004
11100982,101004
11100983,101004
11100984,101004
11100985,101004
11100986,101004
11100987,101004
11100988,101004
11100989,101004
11100990,101004
11100991,101004
11100992,101004
11100993,101004
11100994,101004
11100995,101004
11100996,101004
11100997,101004
11100998,101004
11100999,101004
11101000,101004
11101001,101004
11101002,101004
11101003,101004
11101004,101004
11101005,101004
11101006,101004
11101007,101004
11101008,101004
11101009,101004
11101010,101004
11101011,101004
11101012,101004
11101013,101004
11101014,101004
11101015,101004
11101016,101004
11101017,101004
11101018,101004
11101019,101004
11101020,101004
11101021,101004
11101022,101004
11101023,101004
11101024,101004
11101025,101004
11101026,101004
11101027,101004
11101028,101004
11101029,101004
11101030,101004
11101031,101004
11101032,101004
11101033,101004
11101034,101004
11101035,101004
11101036,101004
11101037,101004
11101038,101004
11101039,101004
11101040,101004
11101041,101004
11101042,101004
11101043,101004
11101044,101004
11101045,101004
11101046,101004
11101047,101004
11101048,101004
11101049,101004
11101050,101004
11101051,101004
11101052,101004
11101053,101004
11101054,101004
11101055,101004
11101056,101004
11101057,101004
11101058,101004
11101059,101004
11101060,101004
11101061,101004
11101062,101004
11101063,101004
11101064,101004
11101065,101004
11101066,101004
11101067,101004
11101068,101004
11101069,101004
11101070,101004
11101071,101004
11101072,101004
11101073,101004
11101074,101004
11101075,101004
11101076,101004
11101077,101004
11101078,101004
11101079,101004
11101080,101004
11101081,101004
11101082,101004
11101083,101004
11101084,101004
11101085,101004
11101086,101004
11101087,101004
11101088,101004
11101089,101004
11101090,101004
11101091,101004
11101092,101004
11101093,101004
11101094,101004
11101095,101004
11101096,101004
11101097,101004
11101098,101004
11101099,101004
11101100,101004
11101101,101004
11101102,101004
11101103,101004
11101104,101004
11101105,101004
11101106,101004
11101107,101004
11101108,101004
11101109,101004
11101110,101004
11101111,101004
11101112,101004
11101113,101004
11101114,101004
11101115,101004
11101116,101004
11101117,101004
11101118,101004
11101119,101004
11101120,101004
11101121,101004
11101122,101004
11101123,101004
11101124,101004
11101125,101004
11101126,101004
11101127,101004
11101128,101004
11101129,101004
11101130,101004
11101131,101004
11101132,101004
11101133,101004
11101134,101004
11101135,101004
11101136,101004
11101137,101004
11101138,101004
11101139,101004
11101140,101004
11101141,101004
11101142,101004
11101143,101004
11101144,101004
11101145,101004
11101146,101004
11101147,101004
11101148,101004
11101149,101004
11101150,101004
11101151,101004
11101152,101004
11101153,101004
11101154,101004
11101155,101004
11101156,101004
11101157,101004
11101158,101004
11101159,101004
11101160,101004
11101161,101004
11101162,101004
11101163,101004
11101164,101004
11101165,101004
11101166,101004
11101167,101004
11101168,101004
11101169,101004
11101170,101004
11101171,101004
11101172,101004
11101173,101004
11101174,101004
11101175,101004
11101176,101004
11101177,101004
11101178,101004
11101179,101004
11101180,101004
11101181,101004
11101182,101004
11101183,101004
11101184,101004
11101185,101004
11101186,101004
11101187,101004
11101188,101004
11101189,101004
11101190,101004
11101191,101004
11101192,101004
11101193,101004
11101194,101004
11101195,101004
11101196,101004
11101197,101004
11101198,101004
11101199,101004
11101200,101004
11101201,101004
11101202,101004
11101203,101004
11101204,101004
11101205,101004
11101206,101004
11101207,101004
11101208,101004
11101209,101004
11101210,101004
11101211,101004
11101212,101004
11101213,101004
11101214,101004
11101215,101004
11101216,101004
11101217,101004
11101218,101004
11101219,101004
11101220,101004
11101221,101004
11101222,101004
11101223,101004
11101224,101004
11101225,101004
11101226,101004
11101227,101004
11101228,101004
11101229,101004
11101230,101004
11101231,101004
11101232,101004
11101233,101004
11101234,101004
11101235,101004
11101236,101004
11101237,101004
11101238,101004
11101239,101004
11101240,101004
11101241,101004
11101242,101004
11101243,101004
11101244,101004
11101245,101004
11101246,101004
11101247,101004
11101248,101004
11101249,101004
11101250,101004
11101251,101004
11101252,101004
11101253,101004
11101254,101004
11101255,101004
11101256,101004
11101257,101004
11101258,101004
11101259,101004
11101260,101004
11101261,101004
11101262,101004
11101263,101004
11101264,101004
11101265,101004
11101266,101004
11101267,101004
11101268,101004
11101269,101004
11101270,101004
11101271,101004
11101272,101004
11101273,101004
11101274,101004
11101275,101004
11101276,101004
11101277,101004
11101278,101004
11101279,101004
11101280,101004
11101281,101004
11101282,101004
11101283,101004
11101284,101004
11101285,101004
11101286,101004
11101287,101004
11101288,101004
11101289,101004
11101290,101004
11101291,101004
11101292,101004
11101293,101004
11101294,101004
11101295,101004
11101296,101004
11101297,101004
11101298,101004
11101299,101004
11101300,101004
11101301,101004
11101302,101004
11101303,101004
11101304,101004
11101305,101004
11101306,101004
11101307,101004
11101308,101004
11101309,101004
11101310,101004
11101311,101004
11101312,101004
11101313,101004
11101314,101004
11101315,101004
11101316,101004
11101317,101004
11101318,101004
11101319,101004
11101320,101004
11101321,101004
11101322,101004
11101323,101004
11101324,101004
11101325,101004
11101326,101004
11101327,101004
11101328,101004
11101329,101004
11101330,101004
11101331,101004
11101332,101004
11101333,101004
11101334,101004
11101335,101004
11101336,101004
11101337,101004
11101338,101004
11101339,101004
11101340,101004
11101341,101004
11101342,101004
11101343,101004
11101344,101004
11101345,101004
11101346,101004
11101347,101004
11101348,101004
11101349,101004
11101350,101004
11101351,101004
11101352,101004
11101353,101004
11101354,101004
11101355,101004
11101356,101004
11101357,101004
11101358,101004
11101359,101004
11101360,101004
11101361,101004
11101362,101004
11101363,101004
11101364,101004
11101365,101004
11101366,101004
11101367,101004
11101368,101004
11101369,101004
11101370,101004
11101371,101004
11101372,101004
11101373,101004
11101374,101004
11101375,101004
11101376,101004
11101377,101004
11101378,101004
11101379,101004
11101380,101004
11101381,101004
11101382,101004
11101383,101004
11101384,101004
11101385,101004
11101386,101004
11101387,101004
11101388,101004
11101389,101004
11101390,101004
11101391,101004
11101392,101004
11101393,101004
11101394,101004
11101395,101004
11101396,101004
11101397,101004
11101398,101004
11101399,101004
11101400,101004
11101401,101004
11101402,101004
11101403,101004
11101404,101004
11101405,101004
11101406,101004
11101407,101004
11101408,101004
11101409,101004
11101410,101004
11101411,101004
11101412,101004
11101413,101004
11101414,101004
11101415,101004
11101416,101004
11101417,101004
11101418,101004
11101419,101004
11101420,101004
11101421,101004
11101422,101004
11101423,101004
11101424,101004
11101425,101004
11101426,101004
11101427,101004
11101428,101004
11101429,101004
11101430,101004
11101431,101004
11101432,101004
11101433,101004
11101434,101004
11101435,101004
11101436,101004
11101437,101004
11101438,101004
11101439,101004
11101440,101004
11101441,101004
11101442,101004
11101443,101004
11101444,101004
11101445,101004
11101446,101004
11101447,101004
11101448,101004
11101449,101004
11101450,101004
11101451,101004
11101452,101004
11101453,101004
11101454,101004
11101455,101004
11101456,101004
11101457,101004
11101458,101004
11101459,101004
11101460,101004
11101461,101004
11101462,101004
11101463,101004
11101464,101004
11101465,101004
11101466,101004
11101467,101004
11101468,101004
11101469,101004
11101470,101004
11101471,101004
11101472,101004
11101473,101004
11101474,101004
11101475,101004
11101476,101004
11101477,101004
11101478,101004
11101479,101004
11101480,101004
11101481,101004
11101482,101004
11101483,101004
11101484,101004
11101485,101004
11101486,101004
11101487,101004
11101488,101004
11101489,101004
11101490,101004
11101491,101004
11101492,101004
11101493,101004
11101494,101004
11101495,101004
11101496,101004
11101497,101004
11101498,101004
11101499,101004
11101500,101004
11101501,101004
11101502,101004
11101503,101004
11101504,101004
11101505,101004
11101506,101004
11101507,101004
11101508,101004
11101509,101004
11101510,101004
11101511,101004
11101512,101004
11101513,101004
11101514,101004
11101515,101004
11101516,101004
11101517,101004
11101518,101004
11101519,101004
11101520,101004
11101521,101004
11101522,101004
11101523,101004
11101524,101004
11101525,101004
11101526,101004
11101527,101004
11101528,101004
11101529,101004
11101530,101004
11101531,101004
11101532,101004
11101533,101004
11101534,101004
11101535,101004
11101536,101004
11101537,101004
11101538,101004
11101539,101004
11101540,101004
11101541,101004
11101542,101004
11101543,101004
11101544,101004
11101545,101004
11101546,101004
11101547,101004
11101548,101004
11101549,101004
11101550,101004
11101551,101004
11101552,101004
11101553,101004
11101554,101004
11101555,101004
11101556,101004
11101557,101004
11101558,101004
11101559,101004
11101560,101004
11101561,101004
11101562,101004
11101563,101004
11101564,101004
11101565,101004
11101566,101004
11101567,101004
11101568,101004
11101569,101004
11101570,101004
11101571,101004
11101572,101004
11101573,101004
11101574,101004
11101575,101004
11101576,101004
11101577,101004
11101578,101004
11101579,101004
11101580,101004
11101581,101004
11101582,101004
11101583,101004
11101584,101004
11101585,101004
11101586,101004
11101587,101004
11101588,101004
11101589,101004
11101590,101004
11101591,101004
11101592,101004
11101593,101004
11101594,101004
11101595,101004
11101596,101004
11101597,101004
11101598,101004
11101599,101004
11101600,101004
11101601,101004
11101602,101004
11101603,101004
11101604,101004
11101605,101004
11101606,101004
11101607,101004
11101608,101004
11101609,101004
11101610,101004
11101611,101004
11101612,101004
11101613,101004
11101614,101004
11101615,101004
11101616,101004
11101617,101004
11101618,101004
11101619,101004
11101620,101004
11101621,101004
11101622,101004
11101623,101004
11101624,101004
11101625,101004
11101626,101004
11101627,101004
11101628,101004
11101629,101004
11101630,101004
11101631,101004
11101632,101004
11101633,101004
11101634,101004
11101635,101004
11101636,101004
11101637,101004
11101638,101004
11101639,101004
11101640,101004
11101641,101004
11101642,101004
11101643,101004
11101644,101004
11101645,101004
11101646,101004
11101647,101004
11101648,101004
11101649,101004
11101650,101004
11101651,101004
11101652,101004
11101653,101004
11101654,101004
11101655,101004
11101656,101004
11101657,101004
11101658,101004
11101659,101004
11101660,101004
11101661,101004
11101662,101004
11101663,101004
11101664,101004
11101665,101004
11101666,101004
11101667,101004
11101668,101004
11101669,101004
11101670,101004
11101671,101004
11101672,101004
11101673,101004
11101674,101004
11101675,101004
11101676,101004
11101677,101004
11101678,101004
11101679,101004
11101680,101004
11101681,101004
11101682,101004
11101683,101004
11101684,101004
11101685,101004
11101686,101004
11101687,101004
11101688,101004
11101689,101004
11101690,101004
11101691,101004
11101692,101004
11101693,101004
11101694,101004
11101695,101004
11101696,101004
11101697,101004
11101698,101004
11101699,101004
11101700,101004
11101701,101004
11101702,101004
11101703,101004
11101704,101004
11101705,101004
11101706,101004
11101707,101004
11101708,101004
11101709,101004
11101710,101004
11101711,101004
11101712,101004
11101713,101004
11101714,101004
11101715,101004
11101716,101004
11101717,101004
11101718,101004
11101719,101004
11101720,101004
11101721,101004
11101722,101004
11101723,101004
11101724,101004
11101725,101004
11101726,101004
11101727,101004
11101728,101004
11101729,101004
11101730,101004
11101731,101004
11101732,101004
11101733,101004
11101734,101004
11101735,101004
11101736,101004
11101737,101004
11101738,101004
11101739,101004
11101740,101004
11101741,101004
11101742,101004
11101743,101004
11101744,101004
11101745,101004
11101746,101004
11101747,101004
11101748,101004
11101749,101004
11101750,101004
11101751,101004
11101752,101004
11101753,101004
11101754,101004
11101755,101004
11101756,101004
11101757,101004
11101758,101004
11101759,101004
11101760,101004
11101761,101004
11101762,101004
11101763,101004
11101764,101004
11101765,101004
11101766,101004
11101767,101004
11101768,101004
11101769,101004
11101770,101004
11101771,101004
11101772,101004
11101773,101004
11101774,101004
11101775,101004
11101776,101004
11101777,101004
11101778,101004
11101779,101004
11101780,101004
11101781,101004
11101782,101004
11101783,101004
11101784,101004
11101785,101004
11101786,101004
11101787,101004
11101788,101004
11101789,101004
11101790,101004
11101791,101004
11101792,101004
11101793,101004
11101794,101004
11101795,101004
11101796,101004
11101797,101004
11101798,101004
11101799,101004
11101800,101004
11101801,101004
11101802,101004
11101803,101004
11101804,101004
11101805,101004
11101806,101004
11101807,101004
11101808,101004
11101809,101004
11101810,101004
11101811,101004
11101812,101004
11101813,101004
11101814,101004
11101815,101004
11101816,101004
11101817,101004
11101818,101004
11101819,101004
11101820,101004
11101821,101004
11101822,101004
11101823,101004
11101824,101004
11101825,101004
11101826,101004
11101827,101004
11101828,101004
11101829,101004
11101830,101004
11101831,101004
11101832,101004
11101833,101004
11101834,101004
11101835,101004
11101836,101004
11101837,101004
11101838,101004
11101839,101004
11101840,101004
11101841,101004
11101842,101004
11101843,101004
11101844,101004
11101845,101004
11101846,101004
11101847,101004
11101848,101004
11101849,101004
11101850,101004
11101851,101004
11101852,101004
11101853,101004
11101854,101004
11101855,101004
11101856,101004
11101857,101004
11101858,101004
11101859,101004
11101860,101004
11101861,101004
11101862,101004
11101863,101004
11101864,101004
11101865,101004
11101866,101004
11101867,101004
11101868,101004
11101869,101004
11101870,101004
11101871,101004
11101872,101004
11101873,101004
11101874,101004
11101875,101004
11101876,101004
11101877,101004
11101878,101004
11101879,101004
11101880,101004
11101881,101004
11101882,101004
11101883,101004
11101884,101004
11101885,101004
11101886,101004
11101887,101004
11101888,101004
11101889,101004
11101890,101004
11101891,101004
11101892,101004
11101893,101004
11101894,101004
11101895,101004
11101896,101004
11101897,101004
11101898,101004
11101899,101004
11101900,101004
11101901,101004
11101902,101004
11101903,101004
11101904,101004
11101905,101004
11101906,101004
11101907,101004
11101908,101004
11101909,101004
11101910,101004
11101911,101004
11101912,101004
11101913,101004
11101914,101004
11101915,101004
11101916,101004
11101917,101004
11101918,101004
11101919,101004
11101920,101004
11101921,101004
11101922,101004
11101923,101004
11101924,101004
11101925,101004
11101926,101004
11101927,101004
11101928,101004
11101929,101004
11101930,101004
11101931,101004
11101932,101004
11101933,101004
11101934,101004
11101935,101004
11101936,101004
11101937,101004
11101938,101004
11101939,101004
11101940,101004
11101941,101004
11101942,101004
11101943,101004
11101944,101004
11101945,101004
11101946,101004
11101947,101004
11101948,101004
11101949,101004
11101950,101004
11101951,101004
11101952,101004
11101953,101004
11101954,101004
11101955,101004
11101956,101004
11101957,101004
11101958,101004
11101959,101004
11101960,101004
11101961,101004
11101962,101004
11101963,101004
11101964,101004
11101965,101004
11101966,101004
11101967,101004
11101968,101004
11101969,101004
11101970,101004
11101971,101004
11101972,101004
11101973,101004
11101974,101004
11101975,101004
11101976,101004
11101977,101004
11101978,101004
11101979,101004
11101980,101004
11101981,101004
11101982,101004
11101983,101004
11101984,101004
11101985,101004
11101986,101004
11101987,101004
11101988,101004
11101989,101004
11101990,101004
11101991,101004
11101992,101004
11101993,101004
11101994,101004
11101995,101004
11101996,101004
11101997,101004
