rating_id,rater_id,ratee_id,overall_rate
33306274,11100498,554269,3
33306275,11100171,552201,3
33306276,11101269,555048,2
33306277,11101949,555661,3
33306278,11100398,554059,4
33306279,11101460,552917,4
33306280,11100060,551682,0
33306281,11100667,551970,4
33306282,11101342,553970,3
33306283,11101382,551291,2
33306284,11100939,553672,4
33306285,11100546,554958,3
33306286,11100042,552658,3
33306287,11100456,553440,3
33306288,11101460,553666,5
33306289,11100660,551446,4
33306290,11101562,555906,5
33306291,11100376,554115,4
33306292,11101002,553294,2
33306293,11101295,552370,1
33306294,11100747,552909,3
33306295,11101635,555436,4
33306296,11100280,553576,3
33306297,11101991,551047,5
33306298,11100989,552790,4
33306299,11100304,554695,0
33306300,11101010,554758,1
33306301,11101218,554005,5
33306302,11100118,555683,4
33306303,11100496,552353,1
33306304,11101785,552932,5
33306305,11101020,552415,4
33306306,11101707,553466,5
33306307,11101953,553300,3
33306308,11100785,553319,0
33306309,11100427,552581,0
33306310,11101761,555723,4
33306311,11100507,555205,1
33306312,11101693,551961,3
33306313,11101082,555610,1
33306314,11100351,551018,4
33306315,11101880,554656,1
33306316,11100302,553320,5
33306317,11100564,555557,5
33306318,11101903,555191,1
33306319,11100649,554556,0
33306320,11101009,555121,1
33306321,11101376,553220,5
33306322,11101227,555388,3
33306323,11100963,553237,4
33306324,11101100,552073,3
33306325,11101828,554862,3
33306326,11100905,554176,5
33306327,11101372,554748,4
33306328,11100668,552298,4
33306329,11101806,554512,1
33306330,11100368,552181,0
33306331,11101929,553150,0
33306332,11101213,552592,4
33306333,11101699,555865,2
33306334,11101944,551927,1
33306335,11100527,554172,5
33306336,11100628,553820,5
33306337,11101982,553522,5
33306338,11100931,551678,4
33306339,11100520,552053,4
33306340,11100515,553056,1
33306341,11101057,552149,3
33306342,11100200,551127,1
33306343,11101833,551367,1
33306344,11100215,552591,4
33306345,11101324,551271,3
33306346,11100244,552204,5
33306347,11101888,555948,0
33306348,11100159,551413,3
33306349,11100197,554987,4
33306350,11101444,554095,4
33306351,11101285,551402,3
33306352,11100161,555238,1
33306353,11101164,555681,5
33306354,11101949,554570,4
33306355,11101771,553717,3
33306356,11101751,554922,3
33306357,11100459,553154,5
33306358,11100008,552345,4
33306359,11100377,553888,0
33306360,11100312,552435,5
33306361,11100468,552583,4
33306362,11101503,551880,3
33306363,11100975,553573,3
33306364,11101866,554414,4
33306365,11101237,554475,3
33306366,11100753,553963,3
33306367,11100159,555700,2
33306368,11100757,553070,2
33306369,11100843,551513,2
33306370,11101744,554905,3
33306371,11100043,554946,4
33306372,11100474,551375,2
33306373,11100714,551508,2
33306374,11100953,553936,1
33306375,11100875,554052,1
33306376,11101511,553250,1
33306377,11101787,552490,0
33306378,11100737,555975,4
33306379,11100521,552394,4
33306380,11100330,552942,4
33306381,11100895,553440,5
33306382,11100209,555440,3
33306383,11100114,551246,5
33306384,11101514,553880,4
33306385,11101366,553217,2
33306386,11100332,554281,5
33306387,11101302,552161,4
33306388,11100349,555541,4
33306389,11101378,551006,3
33306390,11101974,555025,1
33306391,11100446,551854,1
33306392,11100638,552569,1
33306393,11100469,553328,4
33306394,11101245,555065,2
33306395,11100656,555949,5
33306396,11100462,552911,2
33306397,11100095,552309,5
33306398,11100630,551697,5
33306399,11101069,551135,2
33306400,11101108,552572,1
33306401,11100210,553825,0
33306402,11100085,553967,5
33306403,11100546,555754,5
33306404,11101739,555677,4
33306405,11101307,551168,5
33306406,11100903,551996,1
33306407,11100390,554953,0
33306408,11101980,551742,4
33306409,11100285,554085,1
33306410,11101785,553518,3
33306411,11100056,551335,3
33306412,11101745,553521,1
33306413,11101746,553307,1
33306414,11100117,552920,1
33306415,11100560,554151,2
33306416,11101437,552267,2
33306417,11100177,552389,5
33306418,11101781,552470,5
33306419,11100009,554787,1
33306420,11101452,553596,3
33306421,11101806,552322,5
33306422,11101253,555481,4
33306423,11100116,551114,1
33306424,11101217,553415,2
33306425,11100277,552920,3
33306426,11100886,555866,2
33306427,11101839,553709,2
33306428,11101594,555701,3
33306429,11100598,552062,3
33306430,11100504,555746,1
33306431,11101563,552210,3
33306432,11101329,555804,4
33306433,11101010,552578,1
33306434,11101079,555172,2
33306435,11101565,551887,3
33306436,11100893,554035,2
33306437,11101034,553091,4
33306438,11100450,555814,0
33306439,11101063,554444,5
33306440,11101870,551754,1
33306441,11100742,555502,4
33306442,11100829,552584,3
33306443,11101069,552250,2
33306444,11101601,555939,0
33306445,11101631,551781,0
33306446,11100652,555040,1
33306447,11101229,551639,3
33306448,11100143,555752,5
33306449,11101117,552072,0
33306450,11101881,551698,0
33306451,11100254,555869,1
33306452,11101428,551648,4
33306453,11101363,552828,2
33306454,11100212,552656,3
33306455,11101158,553582,2
33306456,11101508,551196,5
33306457,11100402,552127,2
33306458,11101689,555627,4
33306459,11101115,555166,5
33306460,11101527,553620,0
33306461,11101783,552321,4
33306462,11100128,555871,1
33306463,11100004,553745,2
33306464,11100807,551386,1
33306465,11101100,555968,3
33306466,11101501,552893,4
33306467,11100006,555568,0
33306468,11100372,554754,0
33306469,11101649,551085,1
33306470,11101111,551872,0
33306471,11101417,553561,4
33306472,11100780,555397,4
33306473,11100109,551957,1
33306474,11101307,553631,1
33306475,11100452,554237,1
33306476,11100386,551908,0
33306477,11101313,554299,0
33306478,11101497,554291,4
33306479,11100429,551334,1
33306480,11100886,552474,2
33306481,11101288,554275,1
33306482,11101815,553473,3
33306483,11100516,555092,2
33306484,11100025,555956,2
33306485,11101887,552569,5
33306486,11101492,552168,4
33306487,11100020,555135,3
33306488,11101827,551718,0
33306489,11101732,552221,1
33306490,11100705,555629,0
33306491,11101071,551506,0
33306492,11100481,552069,3
33306493,11101780,554377,1
33306494,11101642,553072,0
33306495,11101848,552973,0
33306496,11100125,551984,0
33306497,11101459,553708,2
33306498,11100101,551429,4
33306499,11101642,553579,2
33306500,11100217,551404,5
33306501,11100818,555680,2
33306502,11100477,552523,2
33306503,11100642,554490,0
33306504,11101943,555709,0
33306505,11100745,551288,0
33306506,11101447,553125,5
33306507,11100171,552294,2
33306508,11100248,552016,4
33306509,11100921,554707,3
33306510,11100945,553441,1
33306511,11100591,551133,5
33306512,11100396,551513,3
33306513,11100157,555118,2
33306514,11101032,553512,2
33306515,11101574,554351,2
33306516,11100037,551040,4
33306517,11100341,552174,2
33306518,11101359,554013,1
33306519,11101809,552619,1
33306520,11101458,551439,2
33306521,11101941,551453,4
33306522,11100377,553623,1
33306523,11100564,554828,3
33306524,11100808,554924,5
33306525,11100425,551097,2
33306526,11100301,555571,3
33306527,11100099,552260,1
33306528,11100734,554853,0
33306529,11100048,553179,3
33306530,11101044,554573,2
33306531,11100632,553877,3
33306532,11100326,552420,3
33306533,11101380,555303,2
33306534,11100017,551028,1
33306535,11100654,552218,2
33306536,11101171,553268,0
33306537,11101854,551429,0
33306538,11101899,555201,2
33306539,11100741,553781,4
33306540,11100376,554729,5
33306541,11101839,553540,5
33306542,11100159,553540,2
33306543,11101056,551504,5
33306544,11100109,555635,3
33306545,11100582,553649,5
33306546,11100561,554024,4
33306547,11100273,553752,3
33306548,11100849,554983,3
33306549,11100414,552838,1
33306550,11101919,551277,1
33306551,11101262,553621,1
33306552,11101417,552465,3
33306553,11101885,551582,5
33306554,11100129,552335,1
33306555,11101029,555441,5
33306556,11100341,553941,0
33306557,11100135,551067,5
33306558,11101410,552278,5
33306559,11100516,551126,3
33306560,11101454,555772,1
33306561,11101020,555584,5
33306562,11101881,551137,3
33306563,11101306,554390,2
33306564,11100790,552549,0
33306565,11101773,553866,3
33306566,11100555,555788,5
33306567,11101343,554189,0
33306568,11100448,553175,2
33306569,11100388,551344,5
33306570,11101381,553677,3
33306571,11100987,551754,5
33306572,11100077,555525,5
33306573,11101414,554098,4
33306574,11101421,555129,3
33306575,11101635,554920,4
33306576,11101801,555531,0
33306577,11100180,554608,0
33306578,11101507,554430,4
33306579,11101724,552195,3
33306580,11101832,554545,0
33306581,11101941,551444,3
33306582,11100965,553829,0
33306583,11101271,555160,5
33306584,11101936,552779,2
33306585,11101622,551392,0
33306586,11100851,555303,1
33306587,11100105,553022,1
33306588,11101080,553869,2
33306589,11100917,553895,3
33306590,11100638,554555,5
33306591,11101723,553252,4
33306592,11101911,554439,5
33306593,11100958,553119,5
33306594,11101211,555311,2
33306595,11101843,555760,0
33306596,11100349,555708,4
33306597,11100628,553211,3
33306598,11101724,554154,3
33306599,11100745,551263,1
33306600,11101599,555194,1
33306601,11101738,552682,5
33306602,11101652,555846,5
33306603,11101948,555296,3
33306604,11100996,555293,1
33306605,11101018,552371,3
33306606,11100068,552295,2
33306607,11100377,554277,5
33306608,11100443,551729,5
33306609,11101645,553511,3
33306610,11100529,553872,0
33306611,11100313,553555,0
33306612,11100395,553244,2
33306613,11101115,554791,0
33306614,11100623,553596,1
33306615,11101080,551598,4
33306616,11100387,553797,1
33306617,11101751,555866,3
33306618,11100723,553462,3
33306619,11101892,552375,3
33306620,11100613,552141,5
33306621,11100423,553880,1
33306622,11100793,553027,1
33306623,11101968,553563,1
33306624,11100422,554647,1
33306625,11101114,554302,2
33306626,11100760,554794,5
33306627,11101372,551398,0
33306628,11100181,552559,5
33306629,11100420,553374,4
33306630,11100154,555662,0
33306631,11100215,555259,5
33306632,11101669,555007,0
33306633,11100668,553032,2
33306634,11100501,551482,3
33306635,11101675,552144,0
33306636,11101214,553966,5
33306637,11101201,552617,0
33306638,11100211,552684,0
33306639,11101643,551514,3
33306640,11100875,554691,4
33306641,11100270,551748,3
33306642,11101863,554335,5
33306643,11100177,555239,3
33306644,11101078,553874,3
33306645,11101936,555051,3
33306646,11101044,555469,2
33306647,11101006,554531,3
33306648,11100935,555028,0
33306649,11100687,553805,0
33306650,11101011,554594,3
33306651,11100148,551248,1
33306652,11101830,552444,0
33306653,11100425,552188,2
33306654,11100517,554223,4
33306655,11100504,552560,4
33306656,11101780,554156,1
33306657,11101015,553741,1
33306658,11100336,553680,0
33306659,11101632,552682,5
33306660,11101728,552122,2
33306661,11100834,553892,0
33306662,11100927,553881,3
33306663,11101622,554701,4
33306664,11100471,555574,4
33306665,11100242,554465,2
33306666,11100454,555938,1
33306667,11101918,554002,5
33306668,11101187,555256,4
33306669,11101543,551179,1
33306670,11101348,552365,1
33306671,11101420,553431,4
33306672,11101140,553032,2
33306673,11101568,555032,0
33306674,11100292,553021,2
33306675,11100028,555372,5
33306676,11100804,555360,0
33306677,11100192,555464,3
33306678,11101494,552133,1
33306679,11101773,555638,2
33306680,11100816,554530,5
33306681,11101578,554784,4
33306682,11100563,555402,2
33306683,11100596,551564,0
33306684,11101611,553453,2
33306685,11100195,552447,5
33306686,11100637,552351,5
33306687,11100724,552957,1
33306688,11100130,554088,4
33306689,11100591,554537,3
33306690,11100934,552113,2
33306691,11100020,555281,1
33306692,11101620,551232,1
33306693,11100240,551749,2
33306694,11100665,555979,0
33306695,11101172,554379,2
33306696,11101293,551963,3
33306697,11100425,555482,2
33306698,11100646,552538,5
33306699,11101194,551929,1
33306700,11101849,553044,4
33306701,11100633,555632,1
33306702,11100459,554744,5
33306703,11100869,555368,0
33306704,11101269,551644,2
33306705,11100797,552109,1
33306706,11101569,555830,5
33306707,11100701,554466,4
33306708,11100794,552092,0
33306709,11101184,552209,3
33306710,11100329,552789,0
33306711,11101909,555922,0
33306712,11101694,553347,3
33306713,11100237,552003,5
33306714,11100237,554041,4
33306715,11101061,552056,2
33306716,11101460,552581,4
33306717,11100290,552665,0
33306718,11101894,552659,3
33306719,11100277,552686,5
33306720,11101566,554689,3
33306721,11101185,555495,2
33306722,11100836,552524,5
33306723,11101157,555013,2
33306724,11101434,554569,4
33306725,11101209,553549,1
33306726,11100450,554330,1
33306727,11100638,551497,4
33306728,11100393,554141,3
33306729,11101120,555327,4
33306730,11101868,553746,2
33306731,11101487,553677,2
33306732,11100202,553704,4
33306733,11101639,552756,0
33306734,11101966,554071,2
33306735,11101959,554195,0
33306736,11101494,555532,1
33306737,11100293,552913,3
33306738,11101692,552271,1
33306739,11101425,555112,2
33306740,11100061,553423,1
33306741,11101259,554524,0
33306742,11100385,553191,5
33306743,11100431,552428,5
33306744,11101673,553657,0
33306745,11101814,552654,5
33306746,11100391,553685,3
33306747,11101343,555436,0
33306748,11101441,553851,3
33306749,11101739,552322,4
33306750,11100886,553863,4
33306751,11100503,551321,2
33306752,11100515,555508,3
33306753,11101724,552230,5
33306754,11101869,554229,3
33306755,11100090,551473,1
33306756,11101643,551550,2
33306757,11101381,552513,0
33306758,11100448,554686,2
33306759,11100231,551985,4
33306760,11100483,552656,2
33306761,11100557,552598,1
33306762,11101020,553433,1
33306763,11100478,553190,4
33306764,11101873,555165,1
33306765,11100477,551143,3
33306766,11100214,555637,3
33306767,11100807,551500,1
33306768,11101550,551055,3
33306769,11101544,555610,2
33306770,11100315,554744,3
33306771,11101434,554622,4
33306772,11100406,551209,4
33306773,11101435,551653,4
33306774,11100354,554284,5
33306775,11101369,551793,1
33306776,11101631,552761,1
33306777,11100787,551895,0
33306778,11101374,553581,5
33306779,11100169,554801,1
33306780,11100053,552263,1
33306781,11100186,553015,1
33306782,11100743,553659,1
33306783,11100073,554861,5
33306784,11101935,551408,4
33306785,11100124,552801,4
33306786,11101070,552336,5
33306787,11101483,555573,4
33306788,11100786,551502,0
33306789,11101420,551594,0
33306790,11101665,552033,5
33306791,11100505,552783,2
33306792,11100181,551374,1
33306793,11101590,552328,0
33306794,11101194,551381,3
33306795,11101269,551972,0
33306796,11100846,554619,0
33306797,11101654,552878,3
33306798,11100903,555517,0
33306799,11100227,552356,1
33306800,11100745,551333,3
33306801,11100704,551274,5
33306802,11100176,553491,0
33306803,11101103,552246,2
33306804,11100086,551241,3
33306805,11101879,553171,2
33306806,11101614,555139,5
33306807,11101573,551317,5
33306808,11101486,552756,5
33306809,11100534,552817,0
33306810,11100143,555921,0
33306811,11101784,552033,2
33306812,11100497,551345,3
33306813,11101314,552760,1
33306814,11100085,553656,3
33306815,11101472,551179,3
33306816,11100455,553205,5
33306817,11101593,552938,1
33306818,11101369,555435,3
33306819,11101839,553430,0
33306820,11101650,551423,5
33306821,11101970,551692,1
33306822,11100810,551219,1
33306823,11101586,555070,5
33306824,11101212,552336,2
33306825,11101359,553341,4
33306826,11100134,553596,1
33306827,11100292,555052,1
33306828,11101782,553394,1
33306829,11100666,554988,4
33306830,11101732,555642,1
33306831,11101953,552993,5
33306832,11101268,555381,5
33306833,11101034,553385,0
33306834,11100512,554885,5
33306835,11101775,554398,5
33306836,11100919,552900,4
33306837,11100115,553411,3
33306838,11101050,555480,5
33306839,11100369,552638,4
33306840,11100091,552237,4
33306841,11100328,552757,2
33306842,11101925,555879,3
33306843,11100320,552437,1
33306844,11101800,555367,1
33306845,11100972,554200,2
33306846,11100819,554175,5
33306847,11101130,553189,4
33306848,11101352,553826,2
33306849,11100238,552622,2
33306850,11100894,552331,1
33306851,11100634,553026,4
33306852,11101300,553344,5
33306853,11100036,553840,3
33306854,11101926,551384,3
33306855,11101954,552099,2
33306856,11100474,552700,0
33306857,11101030,555899,0
33306858,11100837,553576,3
33306859,11101343,554864,3
33306860,11101737,554541,2
33306861,11101051,552048,4
33306862,11100524,554445,4
33306863,11101223,555055,2
33306864,11100216,553908,5
33306865,11101152,553130,3
33306866,11101326,551166,2
33306867,11100209,555383,2
33306868,11100427,553460,4
33306869,11101592,554440,5
33306870,11100050,555067,5
33306871,11101083,555712,5
33306872,11100212,555483,3
33306873,11101807,554199,1
33306874,11100216,551766,3
33306875,11100324,555438,2
33306876,11101425,552067,0
33306877,11101204,554625,5
33306878,11100764,555581,1
33306879,11101085,555816,0
33306880,11101655,554414,2
33306881,11100964,554180,2
33306882,11100160,553147,1
33306883,11101075,553128,0
33306884,11100194,552750,2
33306885,11100860,554863,2
33306886,11101762,554522,4
33306887,11101123,554251,4
33306888,11101916,554600,1
33306889,11100270,555892,0
33306890,11100620,554071,1
33306891,11100396,552911,2
33306892,11101595,554387,0
33306893,11101957,554867,2
33306894,11100737,551706,0
33306895,11101136,551758,5
33306896,11100791,553291,5
33306897,11100556,555273,2
33306898,11100109,553362,1
33306899,11100027,552353,4
33306900,11101773,554374,5
33306901,11101859,552509,1
33306902,11101988,552639,5
33306903,11101422,553455,0
33306904,11100126,551528,0
33306905,11101790,555883,4
33306906,11100961,553082,0
33306907,11100216,554204,4
33306908,11100854,553932,0
33306909,11101029,554524,1
33306910,11100730,554136,1
33306911,11101951,551495,1
33306912,11100563,554726,3
33306913,11100312,553175,1
33306914,11101893,553314,1
33306915,11101966,553622,5
33306916,11101512,551862,0
33306917,11101152,551517,4
33306918,11101485,555388,1
33306919,11100141,553781,5
33306920,11101689,554777,1
33306921,11100993,554274,1
33306922,11100873,552676,0
33306923,11100183,553423,4
33306924,11100478,551045,5
33306925,11100549,555868,5
33306926,11101333,554365,4
33306927,11101848,555340,2
33306928,11100304,551038,2
33306929,11101792,555484,4
33306930,11101519,552694,1
33306931,11101206,552403,5
33306932,11101175,551895,4
33306933,11100684,555465,4
33306934,11101378,555695,1
33306935,11101239,553967,4
33306936,11101481,551655,1
33306937,11100854,555313,1
33306938,11101269,553262,4
33306939,11100082,551249,0
33306940,11101393,553695,0
33306941,11101570,554085,2
33306942,11101013,554975,2
33306943,11100370,555059,1
33306944,11100358,552152,2
33306945,11101408,552301,0
33306946,11100955,551263,3
33306947,11101590,555375,4
33306948,11100257,551562,3
33306949,11101085,551183,3
33306950,11100907,555694,2
33306951,11100448,551937,5
33306952,11101250,555486,0
33306953,11101687,554294,4
33306954,11100033,552872,3
33306955,11100632,553925,5
33306956,11100880,555211,2
33306957,11101461,551719,4
33306958,11101732,551199,4
33306959,11100546,551991,4
33306960,11101332,551385,5
33306961,11100411,555461,0
33306962,11101611,555213,5
33306963,11101702,555362,5
33306964,11100592,553812,1
33306965,11101214,552365,4
33306966,11100380,554491,4
33306967,11101588,555865,0
33306968,11101362,554447,3
33306969,11101616,555758,2
33306970,11100210,551585,2
33306971,11101788,553002,2
33306972,11101081,553722,1
33306973,11100807,551172,2
33306974,11100838,552089,3
33306975,11101862,551423,1
33306976,11100063,554888,0
33306977,11101713,551351,1
33306978,11100094,551651,4
33306979,11100531,553627,1
33306980,11100333,551565,4
33306981,11100228,553690,3
33306982,11100376,554657,3
33306983,11100408,553764,2
33306984,11100335,553741,5
33306985,11101621,553900,5
33306986,11100868,552689,2
33306987,11100379,555669,5
33306988,11101571,551181,2
33306989,11101533,552809,0
33306990,11101954,552117,1
33306991,11100981,552018,3
33306992,11101555,552767,5
33306993,11101911,552401,4
33306994,11101110,555377,0
33306995,11101971,554849,3
33306996,11100625,555464,3
33306997,11101400,554089,3
33306998,11101505,554385,3
33306999,11101398,552063,4
33307000,11100315,552239,4
