rating_id,rater_id,ratee_id,overall_rate
33305702,555979,20005,1
33305703,555952,20114,0
33305704,553866,20268,2
33305705,555456,20064,5
33305706,552772,20232,4
33305707,554917,20296,2
33305708,555507,20285,4
33305709,554641,20294,3
33305710,552193,20092,4
33305711,555189,20040,5
33305712,554881,20244,2
33305713,554812,20263,0
33305714,555242,20188,2
33305715,553559,20058,1
33305716,555519,20125,3
33305717,552911,20126,1
33305718,554889,20058,5
33305719,552669,20002,4
33305720,553502,20154,1
33305721,551777,20272,1
33305722,552697,20032,2
33305723,553400,20226,1
33305724,553631,20184,4
33305725,552898,20207,4
33305726,555794,20023,1
33305727,554681,20091,4
33305728,554932,20134,0
33305729,553065,20056,3
33305730,555782,20146,5
33305731,555368,20299,0
33305732,551978,20103,3
33305733,552452,20266,3
33305734,554707,20206,2
33305735,553459,20133,5
33305736,552558,20244,0
33305737,552375,20220,4
33305738,555017,20222,2
33305739,555819,20063,3
33305740,554538,20150,4
33305741,553567,20045,4
33305742,552491,20218,1
33305743,555419,20016,2
33305744,553814,20112,5
33305745,553617,20030,4
33305746,552831,20007,1
33305747,553556,20299,0
33305748,553952,20271,1
33305749,554231,20144,2
33305750,555991,20044,4
33305751,553523,20135,2
33305752,553756,20204,3
33305753,555321,20214,0
33305754,554138,20246,0
33305755,554607,20045,0
33305756,553219,20182,5
33305757,552875,20087,4
33305758,552368,20220,4
33305759,553979,20112,5
33305760,553679,20198,5
33305761,551158,20100,5
33305762,553817,20020,0
33305763,552938,20235,1
33305764,555606,20005,0
33305765,554511,20203,0
33305766,553960,20237,1
33305767,555117,20032,5
33305768,551803,20255,2
33305769,551745,20281,5
33305770,554581,20110,0
33305771,554086,20003,2
33305772,552008,20174,0
33305773,552215,20053,3
33305774,554534,20050,0
33305775,552343,20230,1
33305776,553303,20258,0
33305777,555116,20192,3
33305778,551304,20249,0
33305779,552776,20263,2
33305780,554405,20035,1
33305781,554487,20135,2
33305782,555951,20028,4
33305783,551522,20185,2
33305784,552170,20049,4
33305785,553399,20127,5
33305786,555714,20070,0
33305787,554390,20206,4
33305788,555970,20121,4
33305789,553833,20117,3
33305790,552621,20157,0
33305791,555477,20282,0
33305792,553814,20009,1
33305793,551497,20095,3
33305794,554165,20089,4
33305795,555466,20020,1
33305796,555809,20082,2
33305797,552813,20158,2
33305798,554322,20015,0
33305799,554406,20165,1
33305800,551071,20023,3
33305801,553726,20047,5
33305802,551267,20059,0
33305803,552623,20151,2
33305804,555613,20148,0
33305805,553730,20229,0
33305806,554192,20120,0
33305807,555608,20075,3
33305808,553983,20181,5
33305809,551203,20257,2
33305810,553383,20206,5
33305811,553744,20143,5
33305812,555347,20235,5
33305813,554989,20116,4
33305814,552147,20283,3
33305815,555388,20078,0
33305816,555626,20085,5
33305817,554573,20136,2
33305818,555884,20207,0
33305819,552060,20033,2
33305820,555327,20155,4
33305821,551269,20230,3
33305822,553276,20018,0
33305823,552528,20012,1
33305824,553687,20207,5
33305825,552418,20256,3
33305826,553492,20238,1
33305827,554361,20082,0
33305828,552507,20071,1
33305829,555734,20213,2
33305830,555081,20280,4
33305831,555562,20003,5
33305832,553999,20177,4
33305833,553014,20111,1
33305834,555424,20055,0
33305835,551104,20237,2
33305836,553398,20147,3
33305837,555630,20169,1
33305838,555140,20105,5
33305839,555470,20106,5
33305840,553135,20048,0
33305841,552746,20137,4
33305842,552105,20284,1
33305843,552084,20287,0
33305844,553245,20239,5
33305845,555589,20151,1
33305846,554762,20020,2
33305847,551419,20033,3
33305848,555800,20141,0
33305849,551394,20279,5
33305850,554170,20114,5
33305851,554306,20059,4
33305852,552542,20121,5
33305853,552940,20135,0
33305854,554058,20219,4
33305855,555865,20255,4
33305856,551961,20033,1
33305857,552179,20154,4
33305858,554580,20017,4
33305859,555291,20100,2
33305860,552213,20034,4
33305861,555712,20141,1
33305862,553855,20256,2
33305863,555141,20145,0
33305864,551711,20259,1
33305865,551353,20095,5
33305866,555562,20075,0
33305867,555726,20299,0
33305868,551283,20116,1
33305869,553263,20263,2
33305870,553113,20199,5
33305871,551886,20170,4
33305872,551321,20122,3
33305873,551501,20186,3
33305874,553385,20254,5
33305875,555177,20145,4
33305876,554712,20029,1
33305877,552620,20034,1
33305878,555222,20205,0
33305879,552125,20237,2
33305880,552182,20116,2
33305881,554546,20236,5
33305882,553188,20185,0
33305883,555460,20297,2
33305884,555666,20161,1
33305885,555538,20040,2
33305886,555330,20148,5
33305887,554071,20085,3
33305888,553896,20232,1
33305889,552975,20241,0
33305890,554238,20279,5
33305891,554215,20177,3
33305892,551970,20004,2
33305893,552181,20280,5
33305894,554725,20124,2
33305895,551877,20282,0
33305896,551441,20115,2
33305897,552817,20132,5
33305898,552739,20030,2
33305899,555116,20012,0
33305900,553949,20300,1
33305901,552967,20155,2
33305902,554952,20182,4
33305903,553257,20157,4
33305904,552739,20140,4
33305905,552002,20068,2
33305906,553273,20199,3
33305907,551211,20235,5
33305908,554619,20216,3
33305909,552218,20015,5
33305910,554502,20198,0
33305911,552188,20140,5
33305912,552812,20046,5
33305913,555868,20175,1
33305914,555274,20220,5
33305915,554012,20130,5
33305916,551994,20183,1
33305917,555153,20089,5
33305918,553582,20282,0
33305919,551441,20073,5
33305920,552141,20097,1
33305921,551652,20030,1
33305922,551326,20168,3
33305923,554495,20270,4
33305924,554181,20226,3
33305925,554606,20053,1
33305926,554865,20200,0
33305927,554820,20148,0
33305928,551916,20170,4
33305929,552108,20158,4
33305930,555471,20114,3
33305931,555345,20229,0
33305932,555235,20108,5
33305933,552210,20167,5
33305934,551736,20047,0
33305935,552407,20058,1
33305936,555256,20243,5
33305937,555522,20243,4
33305938,554013,20259,4
33305939,552406,20179,2
33305940,551311,20263,4
33305941,555728,20065,0
33305942,551263,20020,5
33305943,555599,20151,2
33305944,553410,20121,1
33305945,555944,20112,5
33305946,554934,20114,1
33305947,551017,20146,3
33305948,552414,20180,0
33305949,551522,20155,5
33305950,555419,20217,3
33305951,552882,20224,5
33305952,555299,20019,3
33305953,552175,20227,1
33305954,553902,20087,0
33305955,551356,20064,4
33305956,553402,20189,2
33305957,555575,20039,5
33305958,551400,20088,3
33305959,554827,20271,2
33305960,553421,20245,3
33305961,552535,20020,3
33305962,551718,20165,2
33305963,554035,20219,2
33305964,555495,20014,5
33305965,551787,20189,2
33305966,555063,20162,2
33305967,555605,20260,4
33305968,554511,20245,5
33305969,554449,20018,1
33305970,555947,20251,5
33305971,551711,20284,5
33305972,552569,20185,2
33305973,552794,20274,1
33305974,555159,20260,0
33305975,553776,20195,0
33305976,553628,20150,3
33305977,553035,20062,0
33305978,551456,20034,2
33305979,554587,20189,4
33305980,554839,20157,0
33305981,551423,20005,5
33305982,555726,20207,2
33305983,553697,20107,3
33305984,554298,20185,5
33305985,554963,20037,3
33305986,552353,20282,1
33305987,553618,20246,1
33305988,553023,20006,1
33305989,551690,20096,2
33305990,555370,20136,4
33305991,552085,20283,0
33305992,555941,20166,0
33305993,554005,20243,4
33305994,552907,20038,3
33305995,555853,20118,5
33305996,555729,20058,4
33305997,552251,20024,2
33305998,554536,20105,1
33305999,553405,20156,0
33306000,555060,20001,4
