availability_id,doctor_id
1013,11100197
1008,11100198
1010,11100199
1019,11100200
1006,11100201
1001,11100202
1020,11100203
1013,11100204
1018,11100205
1019,11100206
1006,11100207
1002,11100208
1008,11100209
1011,11100210
1007,11100211
1004,11100212
1018,11100213
1002,11100214
1008,11100215
1008,11100216
1011,11100217
1005,11100218
1007,11100219
1001,11100220
1015,11100221
1020,11100222
1006,11100223
1007,11100224
1011,11100225
1013,11100226
1018,11100227
1008,11100228
1006,11100229
1011,11100230
1007,11100231
1014,11100232
1016,11100233
1005,11100234
1007,11100235
1001,11100236
1010,11100237
1005,11100238
1021,11100239
1014,11100240
1017,11100241
1017,11100242
1014,11100243
1016,11100244
1009,11100245
1015,11100246
1001,11100247
1020,11100248
1008,11100249
1016,11100250
1009,11100251
1017,11100252
1019,11100253
1015,11100254
1005,11100255
1002,11100256
1006,11100257
1010,11100258
1010,11100259
1003,11100260
1016,11100261
1012,11100262
1020,11100263
1003,11100264
1006,11100265
1017,11100266
1009,11100267
1002,11100268
1015,11100269
1007,11100270
1009,11100271
1020,11100272
1001,11100273
1006,11100274
1019,11100275
1007,11100276
1003,11100277
1015,11100278
1009,11100279
1005,11100280
1011,11100281
1006,11100282
1010,11100283
1014,11100284
1020,11100285
1012,11100286
1012,11100287
1012,11100288
1008,11100289
1012,11100290
1009,11100291
1014,11100292
1013,11100293
1004,11100294
1003,11100295
1002,11100296
1015,11100297
1013,11100298
1019,11100299
1011,11100300
1014,11100301
1019,11100302
1016,11100303
1006,11100304
1021,11100305
1009,11100306
1004,11100307
1010,11100308
1017,11100309
1010,11100310
1009,11100311
1009,11100312
1006,11100313
1011,11100314
1007,11100315
1007,11100316
1017,11100317
1019,11100318
1017,11100319
1013,11100320
1015,11100321
1021,11100322
1007,11100323
1021,11100324
1015,11100325
1002,11100326
1007,11100327
1006,11100328
1017,11100329
1012,11100330
1007,11100331
1006,11100332
1001,11100333
1017,11100334
1002,11100335
1012,11100336
1009,11100337
1015,11100338
1009,11100339
1008,11100340
1012,11100341
1018,11100342
1012,11100343
1007,11100344
1007,11100345
1019,11100346
1020,11100347
1008,11100348
1001,11100349
1009,11100350
1003,11100351
1004,11100352
1021,11100353
1018,11100354
1011,11100355
1016,11100356
1001,11100357
1009,11100358
1020,11100359
1016,11100360
1021,11100361
1010,11100362
1013,11100363
1014,11100364
1009,11100365
1017,11100366
1003,11100367
1009,11100368
1021,11100369
1012,11100370
1001,11100371
1018,11100372
1001,11100373
1018,11100374
1013,11100375
1018,11100376
1007,11100377
1017,11100378
1007,11100379
1007,11100380
1011,11100381
1004,11100382
1002,11100383
1010,11100384
1008,11100385
1001,11100386
1017,11100387
1015,11100388
1009,11100389
1011,11100390
1009,11100391
1013,11100392
1008,11100393
1020,11100394
1001,11100395
1021,11100396
1011,11100397
1011,11100398
1011,11100399
1016,11100400
1002,11100401
1009,11100402
1001,11100403
1012,11100404
1005,11100405
1005,11100406
1014,11100407
1011,11100408
1019,11100409
1014,11100410
1008,11100411
1001,11100412
1014,11100413
1008,11100414
1008,11100415
1004,11100416
1020,11100417
1011,11100418
1002,11100419
1003,11100420
1013,11100421
1006,11100422
1020,11100423
1004,11100424
1021,11100425
1007,11100426
1012,11100427
1014,11100428
1017,11100429
1020,11100430
1005,11100431
1019,11100432
1018,11100433
1017,11100434
1001,11100435
1006,11100436
1004,11100437
1014,11100438
1018,11100439
1007,11100440
1018,11100441
1007,11100442
1017,11100443
1004,11100444
1003,11100445
1019,11100446
1021,11100447
1018,11100448
1002,11100449
1007,11100450
1007,11100451
1016,11100452
1002,11100453
1013,11100454
1011,11100455
1004,11100456
1015,11100457
1009,11100458
1017,11100459
1010,11100460
1015,11100461
1009,11100462
1010,11100463
1021,11100464
1007,11100465
1017,11100466
1009,11100467
1008,11100468
1004,11100469
1015,11100470
1004,11100471
1001,11100472
1001,11100473
1019,11100474
1013,11100475
1001,11100476
1010,11100477
1008,11100478
1015,11100479
1007,11100480
1010,11100481
1019,11100482
1015,11100483
1006,11100484
1021,11100485
1014,11100486
1009,11100487
1004,11100488
1020,11100489
1009,11100490
1017,11100491
1015,11100492
1001,11100493
1003,11100494
1001,11100495
1006,11100496
1014,11100497
1011,11100498
1009,11100499
1019,11100500
1012,11100501
1016,11100502
1021,11100503
1004,11100504
1013,11100505
1021,11100506
1017,11100507
1001,11100508
1005,11100509
1020,11100510
1021,11100511
1019,11100512
1015,11100513
1013,11100514
1014,11100515
1003,11100516
1010,11100517
1020,11100518
1003,11100519
1019,11100520
1007,11100521
1018,11100522
1012,11100523
1010,11100524
1007,11100525
1009,11100526
1002,11100527
1007,11100528
1020,11100529
1021,11100530
1015,11100531
1007,11100532
1009,11100533
1016,11100534
1010,11100535
1008,11100536
1009,11100537
1014,11100538
1020,11100539
1016,11100540
1003,11100541
1013,11100542
1015,11100543
1019,11100544
1015,11100545
1002,11100546
1007,11100547
1008,11100548
1001,11100549
1017,11100550
1020,11100551
1005,11100552
1007,11100553
1019,11100554
1013,11100555
1011,11100556
1002,11100557
1004,11100558
1008,11100559
1015,11100560
1011,11100561
1018,11100562
1007,11100563
1005,11100564
1008,11100565
1018,11100566
1017,11100567
1004,11100568
1013,11100569
1015,11100570
1015,11100571
1012,11100572
1005,11100573
1007,11100574
1019,11100575
1012,11100576
1001,11100577
1021,11100578
1001,11100579
1015,11100580
1019,11100581
1014,11100582
1014,11100583
1015,11100584
1011,11100585
1017,11100586
1012,11100587
1021,11100588
1006,11100589
1017,11100590
1021,11100591
1003,11100592
1002,11100593
1010,11100594
1001,11100595
1012,11100596
1021,11100597
1012,11100598
1011,11100599
1006,11100600
1014,11100601
1005,11100602
1012,11100603
1012,11100604
1012,11100605
1011,11100606
1006,11100607
1001,11100608
1013,11100609
1020,11100610
1004,11100611
1013,11100612
1020,11100613
1011,11100614
1003,11100615
1012,11100616
1021,11100617
1004,11100618
1009,11100619
1010,11100620
1003,11100621
1015,11100622
1019,11100623
1002,11100624
1001,11100625
1005,11100626
1004,11100627
1006,11100628
1017,11100629
1009,11100630
1013,11100631
1020,11100632
1001,11100633
1002,11100634
1005,11100635
1008,11100636
1003,11100637
1021,11100638
1020,11100639
1005,11100640
1007,11100641
1010,11100642
1018,11100643
1015,11100644
1003,11100645
1021,11100646
1018,11100647
1011,11100648
1004,11100649
1007,11100650
1014,11100651
1007,11100652
1004,11100653
1014,11100654
1015,11100655
1016,11100656
1008,11100657
1021,11100658
1010,11100659
1010,11100660
1011,11100661
1005,11100662
1010,11100663
1001,11100664
1010,11100665
1010,11100666
1008,11100667
1005,11100668
1005,11100669
1019,11100670
1020,11100671
1009,11100672
1021,11100673
1006,11100674
1016,11100675
1016,11100676
1008,11100677
1005,11100678
1015,11100679
1008,11100680
1002,11100681
1010,11100682
1003,11100683
1014,11100684
1013,11100685
1021,11100686
1009,11100687
1011,11100688
1020,11100689
1009,11100690
1004,11100691
1018,11100692
1006,11100693
1019,11100694
1007,11100695
1018,11100696
1006,11100697
1003,11100698
1001,11100699
1015,11100700
1011,11100701
1020,11100702
1006,11100703
1011,11100704
1010,11100705
1012,11100706
1020,11100707
1017,11100708
1012,11100709
1021,11100710
1020,11100711
1012,11100712
1003,11100713
1005,11100714
1004,11100715
1010,11100716
1008,11100717
1008,11100718
1020,11100719
1008,11100720
1010,11100721
1019,11100722
1010,11100723
1002,11100724
1020,11100725
1009,11100726
1002,11100727
1001,11100728
1018,11100729
1007,11100730
1006,11100731
1011,11100732
1002,11100733
1020,11100734
1010,11100735
1011,11100736
1014,11100737
1014,11100738
1009,11100739
1003,11100740
1020,11100741
1013,11100742
1003,11100743
1010,11100744
1019,11100745
1003,11100746
1003,11100747
1009,11100748
1016,11100749
1002,11100750
1011,11100751
1014,11100752
1010,11100753
1002,11100754
1021,11100755
1006,11100756
1004,11100757
1001,11100758
1017,11100759
1008,11100760
1003,11100761
1015,11100762
1003,11100763
1011,11100764
1005,11100765
1018,11100766
1011,11100767
1003,11100768
1005,11100769
1005,11100770
1021,11100771
1014,11100772
1002,11100773
1004,11100774
1008,11100775
1013,11100776
1013,11100777
1002,11100778
1014,11100779
1001,11100780
1002,11100781
1013,11100782
1017,11100783
1007,11100784
1020,11100785
1002,11100786
1021,11100787
1021,11100788
1020,11100789
1010,11100790
1012,11100791
1021,11100792
1013,11100793
1013,11100794
1019,11100795
1009,11100796
1014,11100797
1017,11100798
1021,11100799
1016,11100800
1014,11100801
1005,11100802
1006,11100803
1008,11100804
1001,11100805
1021,11100806
1007,11100807
1006,11100808
1007,11100809
1011,11100810
1004,11100811
1010,11100812
1005,11100813
1011,11100814
1010,11100815
1017,11100816
1004,11100817
1016,11100818
1001,11100819
1011,11100820
1016,11100821
1014,11100822
1015,11100823
1013,11100824
1002,11100825
1021,11100826
1019,11100827
1002,11100828
1020,11100829
1012,11100830
1003,11100831
1005,11100832
1007,11100833
1007,11100834
1012,11100835
1002,11100836
1020,11100837
1008,11100838
1005,11100839
1016,11100840
1020,11100841
1018,11100842
1014,11100843
1015,11100844
1010,11100845
1004,11100846
1007,11100847
1014,11100848
1013,11100849
1018,11100850
1002,11100851
1020,11100852
1017,11100853
1014,11100854
1017,11100855
1015,11100856
1002,11100857
1015,11100858
1014,11100859
1013,11100860
1001,11100861
1002,11100862
1007,11100863
1004,11100864
1003,11100865
1006,11100866
1013,11100867
1020,11100868
1020,11100869
1010,11100870
1009,11100871
1002,11100872
1015,11100873
1018,11100874
1016,11100875
1007,11100876
1010,11100877
1020,11100878
1018,11100879
1018,11100880
1008,11100881
1009,11100882
1006,11100883
1008,11100884
1007,11100885
1006,11100886
1018,11100887
1013,11100888
1008,11100889
1018,11100890
1021,11100891
1019,11100892
1001,11100893
1016,11100894
1012,11100895
1008,11100896
1006,11100897
1019,11100898
1017,11100899
1017,11100900
1020,11100901
1002,11100902
1014,11100903
1019,11100904
1021,11100905
1010,11100906
1016,11100907
1016,11100908
1012,11100909
1007,11100910
1012,11100911
1003,11100912
1010,11100913
1004,11100914
1004,11100915
1008,11100916
1014,11100917
1014,11100918
1014,11100919
1004,11100920
1009,11100921
1009,11100922
1012,11100923
1003,11100924
1002,11100925
1019,11100926
1012,11100927
1006,11100928
1014,11100929
1016,11100930
1001,11100931
1009,11100932
1011,11100933
1014,11100934
1009,11100935
1001,11100936
1008,11100937
1016,11100938
1005,11100939
1016,11100940
1018,11100941
1008,11100942
1017,11100943
1007,11100944
1017,11100945
1004,11100946
1013,11100947
1010,11100948
1010,11100949
1020,11100950
1020,11100951
1004,11100952
1007,11100953
1008,11100954
1006,11100955
1006,11100956
1021,11100957
1001,11100958
1013,11100959
1005,11100960
1010,11100961
1020,11100962
1021,11100963
1010,11100964
1012,11100965
1004,11100966
1004,11100967
1002,11100968
1007,11100969
1011,11100970
1018,11100971
1011,11100972
1009,11100973
1021,11100974
1016,11100975
1001,11100976
1007,11100977
1019,11100978
1003,11100979
1010,11100980
1012,11100981
1001,11100982
1015,11100983
1012,11100984
1017,11100985
1005,11100986
1008,11100987
1019,11100988
1016,11100989
1014,11100990
1017,11100991
1021,11100992
1014,11100993
1008,11100994
1018,11100995
1020,11100996
1019,11100997
1007,11100998
1003,11100999
1016,11101000
1004,11101001
1004,11101002
1018,11101003
1018,11101004
1014,11101005
1004,11101006
1017,11101007
1019,11101008
1001,11101009
1016,11101010
1004,11101011
1021,11101012
1016,11101013
1019,11101014
1020,11101015
1004,11101016
1016,11101017
1011,11101018
1021,11101019
1019,11101020
1020,11101021
1009,11101022
1009,11101023
1015,11101024
1021,11101025
1006,11101026
1008,11101027
1001,11101028
1017,11101029
1005,11101030
1017,11101031
1002,11101032
1007,11101033
1003,11101034
1014,11101035
1008,11101036
1003,11101037
1018,11101038
1013,11101039
1015,11101040
1019,11101041
1001,11101042
1019,11101043
1013,11101044
1005,11101045
1006,11101046
1007,11101047
1014,11101048
1013,11101049
1010,11101050
1009,11101051
1011,11101052
1005,11101053
1012,11101054
1009,11101055
1015,11101056
1019,11101057
1004,11101058
1013,11101059
1009,11101060
1006,11101061
1014,11101062
1002,11101063
1015,11101064
1013,11101065
1008,11101066
1005,11101067
1004,11101068
1007,11101069
1004,11101070
1016,11101071
1006,11101072
1020,11101073
1014,11101074
1008,11101075
1008,11101076
1015,11101077
1011,11101078
1008,11101079
1019,11101080
1014,11101081
1019,11101082
1021,11101083
1005,11101084
1011,11101085
1014,11101086
1010,11101087
1007,11101088
1020,11101089
1021,11101090
1001,11101091
1007,11101092
1020,11101093
1017,11101094
1009,11101095
1017,11101096
1021,11101097
1009,11101098
1007,11101099
1001,11101100
1006,11101101
1002,11101102
1013,11101103
1004,11101104
1014,11101105
1021,11101106
1015,11101107
1015,11101108
1009,11101109
1003,11101110
1016,11101111
1003,11101112
1017,11101113
1002,11101114
1020,11101115
1005,11101116
1007,11101117
1003,11101118
1009,11101119
1020,11101120
1010,11101121
1012,11101122
1003,11101123
1009,11101124
1008,11101125
1012,11101126
1010,11101127
1014,11101128
1009,11101129
1007,11101130
1004,11101131
1006,11101132
1006,11101133
1012,11101134
1014,11101135
1013,11101136
1006,11101137
1018,11101138
1013,11101139
1004,11101140
1013,11101141
1009,11101142
1006,11101143
1008,11101144
1013,11101145
1013,11101146
1015,11101147
1008,11101148
1006,11101149
1015,11101150
1012,11101151
1005,11101152
1011,11101153
1003,11101154
1013,11101155
1011,11101156
1020,11101157
1016,11101158
1020,11101159
1020,11101160
1021,11101161
1009,11101162
1017,11101163
1015,11101164
1002,11101165
1021,11101166
1004,11101167
1001,11101168
1021,11101169
1002,11101170
1021,11101171
1018,11101172
1013,11101173
1018,11101174
1009,11101175
1016,11101176
1019,11101177
1009,11101178
1005,11101179
1013,11101180
1009,11101181
1013,11101182
1004,11101183
1004,11101184
1020,11101185
1017,11101186
1009,11101187
1013,11101188
1001,11101189
1005,11101190
1001,11101191
1003,11101192
1008,11101193
1007,11101194
1002,11101195
1020,11101196
1021,11101197
1009,11101198
1014,11101199
1008,11101200
1015,11101201
1007,11101202
1007,11101203
1019,11101204
1021,11101205
1012,11101206
1010,11101207
1007,11101208
1013,11101209
1012,11101210
1019,11101211
1021,11101212
1006,11101213
1015,11101214
1009,11101215
1006,11101216
1019,11101217
1009,11101218
1001,11101219
1017,11101220
1014,11101221
1007,11101222
1021,11101223
1005,11101224
1008,11101225
1007,11101226
1021,11101227
1020,11101228
1001,11101229
1018,11101230
1017,11101231
1007,11101232
1017,11101233
1002,11101234
1018,11101235
1006,11101236
1014,11101237
1002,11101238
1019,11101239
1017,11101240
1015,11101241
1018,11101242
1021,11101243
1015,11101244
1013,11101245
1003,11101246
1020,11101247
1014,11101248
1020,11101249
1021,11101250
1009,11101251
1011,11101252
1020,11101253
1021,11101254
1003,11101255
1015,11101256
1008,11101257
1020,11101258
1008,11101259
1016,11101260
1008,11101261
1017,11101262
1003,11101263
1004,11101264
1014,11101265
1012,11101266
1007,11101267
1020,11101268
1015,11101269
1006,11101270
1016,11101271
1007,11101272
1005,11101273
1019,11101274
1020,11101275
1011,11101276
1003,11101277
1006,11101278
1018,11101279
1020,11101280
1017,11101281
1008,11101282
1002,11101283
1011,11101284
1010,11101285
1006,11101286
1017,11101287
1019,11101288
1019,11101289
1004,11101290
1008,11101291
1018,11101292
1021,11101293
1017,11101294
1017,11101295
1010,11101296
1004,11101297
1021,11101298
1005,11101299
1001,11101300
1015,11101301
1009,11101302
1016,11101303
1010,11101304
1016,11101305
1003,11101306
1011,11101307
1007,11101308
1015,11101309
1008,11101310
1017,11101311
1003,11101312
1001,11101313
1008,11101314
1001,11101315
1018,11101316
1018,11101317
1020,11101318
1021,11101319
1008,11101320
1021,11101321
1013,11101322
1001,11101323
1004,11101324
1008,11101325
1005,11101326
1003,11101327
1012,11101328
1018,11101329
1017,11101330
1009,11101331
1018,11101332
1002,11101333
1014,11101334
1020,11101335
1008,11101336
1004,11101337
1014,11101338
1015,11101339
1011,11101340
1005,11101341
1021,11101342
1012,11101343
1008,11101344
1008,11101345
1021,11101346
1001,11101347
1009,11101348
1002,11101349
1008,11101350
1003,11101351
1007,11101352
1001,11101353
1013,11101354
1007,11101355
1014,11101356
1010,11101357
1006,11101358
1010,11101359
1021,11101360
1020,11101361
1013,11101362
1004,11101363
1008,11101364
1005,11101365
1019,11101366
1015,11101367
1017,11101368
1011,11101369
1011,11101370
1005,11101371
1001,11101372
1020,11101373
1012,11101374
1011,11101375
1003,11101376
1008,11101377
1005,11101378
1001,11101379
1021,11101380
1006,11101381
1005,11101382
1016,11101383
1003,11101384
1009,11101385
1006,11101386
1014,11101387
1002,11101388
1008,11101389
1003,11101390
1004,11101391
1005,11101392
1006,11101393
1002,11101394
1007,11101395
1010,11101396
1011,11101397
1016,11101398
1014,11101399
1006,11101400
1014,11101401
1016,11101402
1006,11101403
1009,11101404
1007,11101405
1006,11101406
1005,11101407
1002,11101408
1019,11101409
1017,11101410
1016,11101411
1016,11101412
1019,11101413
1018,11101414
1003,11101415
1005,11101416
1005,11101417
1006,11101418
1021,11101419
1021,11101420
1004,11101421
1014,11101422
1020,11101423
1018,11101424
1016,11101425
1021,11101426
1001,11101427
1016,11101428
1016,11101429
1003,11101430
1006,11101431
1001,11101432
1011,11101433
1012,11101434
1007,11101435
1005,11101436
1019,11101437
1019,11101438
1006,11101439
1005,11101440
1013,11101441
1021,11101442
1002,11101443
1001,11101444
1002,11101445
1004,11101446
1009,11101447
1011,11101448
1009,11101449
1002,11101450
1018,11101451
1019,11101452
1016,11101453
1002,11101454
1011,11101455
1002,11101456
1020,11101457
1013,11101458
1005,11101459
1002,11101460
1013,11101461
1014,11101462
1012,11101463
1003,11101464
1004,11101465
1012,11101466
1011,11101467
1004,11101468
1007,11101469
1001,11101470
1014,11101471
1018,11101472
1006,11101473
1011,11101474
1014,11101475
1019,11101476
1006,11101477
1007,11101478
1003,11101479
1010,11101480
1014,11101481
1019,11101482
1006,11101483
1013,11101484
1011,11101485
1012,11101486
1020,11101487
1013,11101488
1004,11101489
1018,11101490
1011,11101491
1018,11101492
1001,11101493
1013,11101494
1004,11101495
1001,11101496
1015,11101497
1011,11101498
1006,11101499
1009,11101500
1014,11101501
1008,11101502
1004,11101503
1010,11101504
1003,11101505
1014,11101506
1015,11101507
1008,11101508
1008,11101509
1011,11101510
1019,11101511
1020,11101512
1009,11101513
1002,11101514
1010,11101515
1018,11101516
1001,11101517
1001,11101518
1009,11101519
1002,11101520
1001,11101521
1014,11101522
1017,11101523
1003,11101524
1014,11101525
1021,11101526
1018,11101527
1008,11101528
1018,11101529
1007,11101530
1012,11101531
1016,11101532
1016,11101533
1009,11101534
1021,11101535
1011,11101536
1015,11101537
1012,11101538
1016,11101539
1016,11101540
1003,11101541
1006,11101542
1009,11101543
1018,11101544
1016,11101545
1005,11101546
1020,11101547
1021,11101548
1004,11101549
1008,11101550
1007,11101551
1016,11101552
1019,11101553
1008,11101554
1007,11101555
1008,11101556
1007,11101557
1012,11101558
1009,11101559
1015,11101560
1002,11101561
1019,11101562
1002,11101563
1019,11101564
1018,11101565
1021,11101566
1019,11101567
1004,11101568
1003,11101569
1003,11101570
1007,11101571
1021,11101572
1013,11101573
1010,11101574
1018,11101575
1007,11101576
1003,11101577
1011,11101578
1010,11101579
1007,11101580
1010,11101581
1021,11101582
1003,11101583
1003,11101584
1013,11101585
1007,11101586
1021,11101587
1013,11101588
1008,11101589
1012,11101590
1014,11101591
1003,11101592
1001,11101593
1004,11101594
1011,11101595
1011,11101596
1008,11101597
1010,11101598
1010,11101599
1003,11101600
1011,11101601
1006,11101602
1011,11101603
1004,11101604
1001,11101605
1016,11101606
1018,11101607
1009,11101608
1018,11101609
1017,11101610
1013,11101611
1018,11101612
1004,11101613
1005,11101614
1013,11101615
1013,11101616
1019,11101617
1020,11101618
1014,11101619
1011,11101620
1011,11101621
1006,11101622
1002,11101623
1011,11101624
1021,11101625
1020,11101626
1008,11101627
1017,11101628
1008,11101629
1012,11101630
1006,11101631
1014,11101632
1019,11101633
1016,11101634
1021,11101635
1004,11101636
1001,11101637
1015,11101638
1001,11101639
1001,11101640
1012,11101641
1017,11101642
1007,11101643
1011,11101644
1008,11101645
1003,11101646
1017,11101647
1003,11101648
1019,11101649
1021,11101650
1019,11101651
1015,11101652
1016,11101653
1019,11101654
1012,11101655
1019,11101656
1014,11101657
1003,11101658
1004,11101659
1017,11101660
1019,11101661
1004,11101662
1013,11101663
1018,11101664
1018,11101665
1010,11101666
1013,11101667
1014,11101668
1019,11101669
1005,11101670
1005,11101671
1016,11101672
1011,11101673
1008,11101674
1007,11101675
1009,11101676
1018,11101677
1005,11101678
1021,11101679
1002,11101680
1011,11101681
1006,11101682
1012,11101683
1015,11101684
1020,11101685
1010,11101686
1001,11101687
1009,11101688
1004,11101689
1004,11101690
1011,11101691
1011,11101692
1008,11101693
1014,11101694
1002,11101695
1018,11101696
1003,11101697
1021,11101698
1020,11101699
1007,11101700
1011,11101701
1006,11101702
1010,11101703
1008,11101704
1020,11101705
1014,11101706
1017,11101707
1005,11101708
1012,11101709
1005,11101710
1003,11101711
1014,11101712
1008,11101713
1011,11101714
1018,11101715
1002,11101716
1005,11101717
1010,11101718
1016,11101719
1017,11101720
1008,11101721
1007,11101722
1021,11101723
1020,11101724
1009,11101725
1005,11101726
1021,11101727
1002,11101728
1005,11101729
1013,11101730
1001,11101731
1009,11101732
1021,11101733
1008,11101734
1011,11101735
1006,11101736
1007,11101737
1004,11101738
1002,11101739
1008,11101740
1005,11101741
1013,11101742
1011,11101743
1008,11101744
1015,11101745
1013,11101746
1014,11101747
1011,11101748
1001,11101749
1004,11101750
1016,11101751
1006,11101752
1011,11101753
1021,11101754
1016,11101755
1011,11101756
1012,11101757
1008,11101758
1016,11101759
1020,11101760
1021,11101761
1009,11101762
1008,11101763
1013,11101764
1006,11101765
1015,11101766
1018,11101767
1003,11101768
1007,11101769
1004,11101770
1019,11101771
1020,11101772
1021,11101773
1016,11101774
1001,11101775
1018,11101776
1017,11101777
1007,11101778
1013,11101779
1002,11101780
1008,11101781
1003,11101782
1013,11101783
1006,11101784
1008,11101785
1002,11101786
1010,11101787
1002,11101788
1013,11101789
1004,11101790
1013,11101791
1007,11101792
1020,11101793
1001,11101794
1012,11101795
1019,11101796
1018,11101797
1006,11101798
1013,11101799
1008,11101800
1001,11101801
1011,11101802
1019,11101803
1019,11101804
1004,11101805
1002,11101806
1005,11101807
1008,11101808
1006,11101809
1013,11101810
1012,11101811
1014,11101812
1007,11101813
1012,11101814
1019,11101815
1020,11101816
1013,11101817
1012,11101818
1013,11101819
1018,11101820
1008,11101821
1003,11101822
1009,11101823
1005,11101824
1002,11101825
1007,11101826
1015,11101827
1009,11101828
1001,11101829
1001,11101830
1016,11101831
1003,11101832
1014,11101833
1002,11101834
1018,11101835
1004,11101836
1009,11101837
1001,11101838
1018,11101839
1011,11101840
1015,11101841
1007,11101842
1013,11101843
1016,11101844
1008,11101845
1013,11101846
1017,11101847
1009,11101848
1001,11101849
1005,11101850
1007,11101851
1008,11101852
1011,11101853
1001,11101854
1013,11101855
1001,11101856
1013,11101857
1004,11101858
1015,11101859
1005,11101860
1010,11101861
1019,11101862
1020,11101863
1004,11101864
1020,11101865
1009,11101866
1008,11101867
1004,11101868
1012,11101869
1007,11101870
1020,11101871
1012,11101872
1006,11101873
1014,11101874
1010,11101875
1006,11101876
1004,11101877
1002,11101878
1017,11101879
1009,11101880
1002,11101881
1002,11101882
1008,11101883
1017,11101884
1005,11101885
1011,11101886
1018,11101887
1016,11101888
1017,11101889
1006,11101890
1002,11101891
1020,11101892
1021,11101893
1003,11101894
1019,11101895
1015,11101896
1004,11101897
1008,11101898
1015,11101899
1002,11101900
1004,11101901
1001,11101902
1014,11101903
1019,11101904
1013,11101905
1006,11101906
1020,11101907
1003,11101908
1020,11101909
1011,11101910
1014,11101911
1006,11101912
1003,11101913
1011,11101914
1001,11101915
1012,11101916
1008,11101917
1021,11101918
1004,11101919
1011,11101920
1002,11101921
1010,11101922
1013,11101923
1010,11101924
1008,11101925
1018,11101926
1005,11101927
1015,11101928
1017,11101929
1021,11101930
1013,11101931
1020,11101932
1010,11101933
1019,11101934
1011,11101935
1003,11101936
1020,11101937
1016,11101938
1012,11101939
1017,11101940
1005,11101941
1004,11101942
1011,11101943
1003,11101944
1012,11101945
1017,11101946
1017,11101947
1001,11101948
1012,11101949
1018,11101950
1015,11101951
1011,11101952
1002,11101953
1007,11101954
1020,11101955
1016,11101956
1018,11101957
1017,11101958
1016,11101959
1016,11101960
1018,11101961
1018,11101962
1020,11101963
1013,11101964
1018,11101965
1009,11101966
1016,11101967
1020,11101968
1003,11101969
1007,11101970
1016,11101971
1002,11101972
1017,11101973
1021,11101974
1021,11101975
1002,11101976
1002,11101977
1007,11101978
1019,11101979
1003,11101980
1013,11101981
1002,11101982
1001,11101983
1009,11101984
1002,11101985
1020,11101986
1005,11101987
1002,11101988
1011,11101989
1008,11101990
1019,11101991
1017,11101992
1008,11101993
1002,11101994
1010,11101995
1012,11101996
