doctor_id,insurance_id
11100299,1204
11100300,1209
11100301,1252
11100302,1229
11100303,1255
11100304,1208
11100305,1217
11100306,1218
11100307,1248
11100308,1253
11100309,1244
11100310,1230
11100311,1236
11100312,1206
11100313,1235
11100314,1233
11100315,1231
11100316,1224
11100317,1238
11100318,1212
11100319,1207
11100320,1239
11100321,1231
11100322,1243
11100323,1227
11100324,1229
11100325,1252
11100326,1252
11100327,1215
11100328,1209
11100329,1231
11100330,1226
11100331,1258
11100332,1207
11100333,1225
11100334,1257
11100335,1243
11100336,1246
11100337,1206
11100338,1240
11100339,1217
11100340,1256
11100341,1252
11100342,1243
11100343,1214
11100344,1223
11100345,1229
11100346,1249
11100347,1259
11100348,1250
11100349,1221
11100350,1228
11100351,1246
11100352,1258
11100353,1247
11100354,1251
11100355,1229
11100356,1233
11100357,1243
11100358,1223
11100359,1239
11100360,1224
11100361,1252
11100362,1212
11100363,1257
11100364,1216
11100365,1246
11100366,1216
11100367,1211
11100368,1256
11100369,1225
11100370,1236
11100371,1208
11100372,1234
11100373,1208
11100374,1250
11100375,1233
11100376,1238
11100377,1229
11100378,1236
11100379,1204
11100380,1238
11100381,1223
11100382,1223
11100383,1221
11100384,1240
11100385,1216
11100386,1219
11100387,1205
11100388,1237
11100389,1205
11100390,1241
11100391,1216
11100392,1249
11100393,1244
11100394,1252
11100395,1226
11100396,1201
11100397,1216
11100398,1230
11100399,1212
11100400,1253
11100401,1232
11100402,1257
11100403,1210
11100404,1218
11100405,1205
11100406,1213
11100407,1211
11100408,1205
11100409,1202
11100410,1228
11100411,1231
11100412,1258
11100413,1230
11100414,1220
11100415,1219
11100416,1250
11100417,1208
11100418,1229
11100419,1247
11100420,1207
11100421,1202
11100422,1216
11100423,1255
11100424,1224
11100425,1219
11100426,1255
11100427,1237
11100428,1221
11100429,1247
11100430,1243
11100431,1216
11100432,1219
11100433,1255
11100434,1206
11100435,1221
11100436,1227
11100437,1213
11100438,1237
11100439,1217
11100440,1204
11100441,1225
11100442,1229
11100443,1248
11100444,1231
11100445,1213
11100446,1220
11100447,1226
11100448,1214
11100449,1209
11100450,1228
11100451,1204
11100452,1235
11100453,1237
11100454,1248
11100455,1206
11100456,1233
11100457,1249
11100458,1217
11100459,1228
11100460,1259
11100461,1242
11100462,1245
11100463,1255
11100464,1220
11100465,1237
11100466,1233
11100467,1241
11100468,1241
11100469,1244
11100470,1220
11100471,1247
11100472,1224
11100473,1255
11100474,1232
11100475,1209
11100476,1256
11100477,1222
11100478,1255
11100479,1226
11100480,1205
11100481,1228
11100482,1201
11100483,1221
11100484,1228
11100485,1234
11100486,1233
11100487,1236
11100488,1226
11100489,1226
11100490,1224
11100491,1221
11100492,1247
11100493,1236
11100494,1249
11100495,1240
11100496,1249
11100497,1250
11100498,1234
11100499,1240
11100500,1248
11100501,1237
11100502,1233
11100503,1204
11100504,1205
11100505,1214
11100506,1233
11100507,1220
11100508,1253
11100509,1259
11100510,1227
11100511,1258
11100512,1207
11100513,1201
11100514,1237
11100515,1216
11100516,1225
11100517,1232
11100518,1256
11100519,1224
11100520,1230
11100521,1236
11100522,1225
11100523,1203
11100524,1236
11100525,1201
11100526,1204
11100527,1258
11100528,1258
11100529,1257
11100530,1225
11100531,1259
11100532,1249
11100533,1229
11100534,1258
11100535,1248
11100536,1231
11100537,1214
11100538,1218
11100539,1240
11100540,1222
11100541,1256
11100542,1233
11100543,1206
11100544,1226
11100545,1222
11100546,1220
11100547,1217
11100548,1223
11100549,1224
11100550,1234
11100551,1220
11100552,1210
11100553,1239
11100554,1244
11100555,1230
11100556,1254
11100557,1225
11100558,1254
11100559,1218
11100560,1245
11100561,1232
11100562,1210
11100563,1221
11100564,1242
11100565,1208
11100566,1228
11100567,1209
11100568,1203
11100569,1235
11100570,1201
11100571,1235
11100572,1206
11100573,1224
11100574,1236
11100575,1217
11100576,1231
11100577,1251
11100578,1214
11100579,1249
11100580,1232
11100581,1250
11100582,1251
11100583,1249
11100584,1232
11100585,1245
11100586,1212
11100587,1233
11100588,1233
11100589,1214
11100590,1208
11100591,1256
11100592,1249
11100593,1240
11100594,1238
11100595,1252
11100596,1254
11100597,1224
11100598,1221
11100599,1249
11100600,1242
11100601,1226
11100602,1236
11100603,1215
11100604,1212
11100605,1253
11100606,1222
11100607,1246
11100608,1255
11100609,1250
11100610,1250
11100611,1242
11100612,1226
11100613,1226
11100614,1204
11100615,1208
11100616,1244
11100617,1224
11100618,1206
11100619,1226
11100620,1219
11100621,1254
11100622,1212
11100623,1243
11100624,1244
11100625,1232
11100626,1221
11100627,1206
11100628,1202
11100629,1235
11100630,1209
11100631,1203
11100632,1233
11100633,1213
11100634,1240
11100635,1207
11100636,1248
11100637,1225
11100638,1240
11100639,1241
11100640,1215
11100641,1255
11100642,1234
11100643,1229
11100644,1254
11100645,1208
11100646,1244
11100647,1259
11100648,1233
11100649,1225
11100650,1227
11100651,1206
11100652,1256
11100653,1258
11100654,1221
11100655,1242
11100656,1249
11100657,1234
11100658,1212
11100659,1209
11100660,1244
11100661,1253
11100662,1201
11100663,1229
11100664,1254
11100665,1254
11100666,1255
11100667,1234
11100668,1228
11100669,1250
11100670,1256
11100671,1211
11100672,1216
11100673,1243
11100674,1235
11100675,1223
11100676,1211
11100677,1254
11100678,1230
11100679,1258
11100680,1220
11100681,1259
11100682,1206
11100683,1255
11100684,1259
11100685,1248
11100686,1248
11100687,1218
11100688,1241
11100689,1223
11100690,1209
11100691,1224
11100692,1250
11100693,1205
11100694,1204
11100695,1226
11100696,1216
11100697,1248
11100698,1242
11100699,1251
11100700,1227
11100701,1241
11100702,1215
11100703,1253
11100704,1203
11100705,1234
11100706,1225
11100707,1220
11100708,1240
11100709,1203
11100710,1229
11100711,1231
11100712,1209
11100713,1250
11100714,1238
11100715,1220
11100716,1215
11100717,1233
11100718,1251
11100719,1224
11100720,1258
11100721,1207
11100722,1233
11100723,1219
11100724,1247
11100725,1221
11100726,1232
11100727,1243
11100728,1214
11100729,1233
11100730,1256
11100731,1226
11100732,1243
11100733,1243
11100734,1205
11100735,1254
11100736,1223
11100737,1237
11100738,1227
11100739,1246
11100740,1212
11100741,1203
11100742,1257
11100743,1214
11100744,1248
11100745,1216
11100746,1212
11100747,1246
11100748,1209
11100749,1236
11100750,1249
11100751,1215
11100752,1236
11100753,1234
11100754,1207
11100755,1251
11100756,1222
11100757,1205
11100758,1232
11100759,1227
11100760,1245
11100761,1247
11100762,1208
11100763,1219
11100764,1236
11100765,1206
11100766,1223
11100767,1222
11100768,1224
11100769,1234
11100770,1209
11100771,1206
11100772,1256
11100773,1242
11100774,1222
11100775,1248
11100776,1214
11100777,1255
11100778,1201
11100779,1255
11100780,1216
11100781,1258
11100782,1213
11100783,1207
11100784,1236
11100785,1205
11100786,1232
11100787,1242
11100788,1217
11100789,1238
11100790,1214
11100791,1207
11100792,1240
11100793,1227
11100794,1241
11100795,1223
11100796,1248
11100797,1230
11100798,1258
11100799,1220
11100800,1241
11100801,1244
11100802,1226
11100803,1252
11100804,1245
11100805,1243
11100806,1251
11100807,1234
11100808,1215
11100809,1217
11100810,1245
11100811,1217
11100812,1220
11100813,1256
11100814,1209
11100815,1240
11100816,1203
11100817,1217
11100818,1224
11100819,1217
11100820,1257
11100821,1208
11100822,1222
11100823,1223
11100824,1238
11100825,1217
11100826,1228
11100827,1212
11100828,1250
11100829,1213
11100830,1218
11100831,1257
11100832,1220
11100833,1252
11100834,1216
11100835,1252
11100836,1220
11100837,1249
11100838,1222
11100839,1256
11100840,1258
11100841,1237
11100842,1237
11100843,1236
11100844,1235
11100845,1229
11100846,1249
11100847,1257
11100848,1241
11100849,1259
11100850,1230
11100851,1210
11100852,1205
11100853,1212
11100854,1220
11100855,1212
11100856,1247
11100857,1217
11100858,1252
11100859,1230
11100860,1250
11100861,1237
11100862,1245
11100863,1214
11100864,1201
11100865,1231
11100866,1225
11100867,1236
11100868,1248
11100869,1233
11100870,1258
11100871,1253
11100872,1230
11100873,1205
11100874,1248
11100875,1249
11100876,1240
11100877,1252
11100878,1233
11100879,1241
11100880,1223
11100881,1234
11100882,1223
11100883,1229
11100884,1228
11100885,1211
11100886,1256
11100887,1202
11100888,1222
11100889,1257
11100890,1203
11100891,1245
11100892,1215
11100893,1255
11100894,1212
11100895,1203
11100896,1208
11100897,1245
11100898,1229
11100899,1207
11100900,1242
11100901,1212
11100902,1239
11100903,1251
11100904,1223
11100905,1216
11100906,1212
11100907,1255
11100908,1250
11100909,1221
11100910,1251
11100911,1239
11100912,1228
11100913,1214
11100914,1219
11100915,1246
11100916,1238
11100917,1240
11100918,1255
11100919,1254
11100920,1254
11100921,1257
11100922,1225
11100923,1217
11100924,1241
11100925,1220
11100926,1259
11100927,1229
11100928,1220
11100929,1207
11100930,1207
11100931,1253
11100932,1235
11100933,1242
11100934,1231
11100935,1232
11100936,1256
11100937,1222
11100938,1259
11100939,1210
11100940,1230
11100941,1209
11100942,1211
11100943,1224
11100944,1236
11100945,1224
11100946,1206
11100947,1242
11100948,1250
11100949,1236
11100950,1251
11100951,1206
11100952,1222
11100953,1238
11100954,1206
11100955,1239
11100956,1226
11100957,1228
11100958,1235
11100959,1247
11100960,1221
11100961,1214
11100962,1235
11100963,1254
11100964,1232
11100965,1221
11100966,1242
11100967,1237
11100968,1215
11100969,1252
11100970,1256
11100971,1214
11100972,1221
11100973,1252
11100974,1229
11100975,1220
11100976,1215
11100977,1239
11100978,1224
11100979,1209
11100980,1246
11100981,1254
11100982,1239
11100983,1236
11100984,1225
11100985,1227
11100986,1206
11100987,1224
11100988,1241
11100989,1215
11100990,1231
11100991,1220
11100992,1239
11100993,1237
11100994,1250
11100995,1242
11100996,1210
11100997,1201
11100998,1257
11100999,1214
11101000,1257
11101001,1203
11101002,1227
11101003,1224
11101004,1241
11101005,1247
11101006,1235
11101007,1251
11101008,1251
11101009,1241
11101010,1208
11101011,1213
11101012,1216
11101013,1211
11101014,1247
11101015,1230
11101016,1204
11101017,1243
11101018,1217
11101019,1207
11101020,1242
11101021,1219
11101022,1257
11101023,1227
11101024,1238
11101025,1234
11101026,1255
11101027,1245
11101028,1220
11101029,1219
11101030,1201
11101031,1224
11101032,1225
11101033,1205
11101034,1246
11101035,1220
11101036,1240
11101037,1205
11101038,1250
11101039,1248
11101040,1216
11101041,1204
11101042,1250
11101043,1230
11101044,1210
11101045,1258
11101046,1241
11101047,1222
11101048,1217
11101049,1204
11101050,1255
11101051,1251
11101052,1221
11101053,1232
11101054,1259
11101055,1242
11101056,1228
11101057,1214
11101058,1222
11101059,1234
11101060,1240
11101061,1235
11101062,1226
11101063,1233
11101064,1221
11101065,1222
11101066,1219
11101067,1235
11101068,1208
11101069,1233
11101070,1233
11101071,1230
11101072,1250
11101073,1257
11101074,1218
11101075,1211
11101076,1245
11101077,1253
11101078,1226
11101079,1205
11101080,1207
11101081,1234
11101082,1240
11101083,1207
11101084,1216
11101085,1204
11101086,1253
11101087,1227
11101088,1214
11101089,1259
11101090,1244
11101091,1210
11101092,1228
11101093,1246
11101094,1241
11101095,1251
11101096,1212
11101097,1244
11101098,1230
11101099,1259
11101100,1204
11101101,1216
11101102,1235
11101103,1245
11101104,1224
11101105,1222
11101106,1230
11101107,1221
11101108,1247
11101109,1247
11101110,1259
11101111,1236
11101112,1216
11101113,1212
11101114,1243
11101115,1248
11101116,1253
11101117,1219
11101118,1256
11101119,1221
11101120,1214
11101121,1259
11101122,1231
11101123,1204
11101124,1219
11101125,1243
11101126,1208
11101127,1212
11101128,1231
11101129,1214
11101130,1241
11101131,1246
11101132,1223
11101133,1225
11101134,1239
11101135,1259
11101136,1237
11101137,1248
11101138,1234
11101139,1219
11101140,1229
11101141,1212
11101142,1247
11101143,1232
11101144,1210
11101145,1223
11101146,1236
11101147,1248
11101148,1258
11101149,1246
11101150,1216
11101151,1225
11101152,1258
11101153,1210
11101154,1240
11101155,1244
11101156,1212
11101157,1252
11101158,1243
11101159,1235
11101160,1248
11101161,1229
11101162,1246
11101163,1254
11101164,1220
11101165,1214
11101166,1246
11101167,1238
11101168,1246
11101169,1245
11101170,1235
11101171,1255
11101172,1217
11101173,1241
11101174,1253
11101175,1204
11101176,1224
11101177,1210
11101178,1241
11101179,1252
11101180,1221
11101181,1202
11101182,1246
11101183,1240
11101184,1206
11101185,1217
11101186,1229
11101187,1259
11101188,1232
11101189,1237
11101190,1244
11101191,1233
11101192,1203
11101193,1254
11101194,1253
11101195,1231
11101196,1241
11101197,1216
11101198,1241
11101199,1230
11101200,1202
11101201,1208
11101202,1258
11101203,1238
11101204,1216
11101205,1249
11101206,1228
11101207,1226
11101208,1202
11101209,1201
11101210,1233
11101211,1206
11101212,1201
11101213,1246
11101214,1206
11101215,1215
11101216,1210
11101217,1246
11101218,1257
11101219,1247
11101220,1212
11101221,1212
11101222,1248
11101223,1226
11101224,1217
11101225,1209
11101226,1233
11101227,1220
11101228,1222
11101229,1242
11101230,1203
11101231,1245
11101232,1251
11101233,1245
11101234,1228
11101235,1213
11101236,1210
11101237,1207
11101238,1252
11101239,1243
11101240,1229
11101241,1249
11101242,1225
11101243,1242
11101244,1234
11101245,1232
11101246,1249
11101247,1201
11101248,1247
11101249,1240
11101250,1231
11101251,1227
11101252,1233
11101253,1214
11101254,1227
11101255,1211
11101256,1231
11101257,1256
11101258,1208
11101259,1207
11101260,1228
11101261,1242
11101262,1237
11101263,1246
11101264,1215
11101265,1259
11101266,1243
11101267,1203
11101268,1254
11101269,1207
11101270,1257
11101271,1220
11101272,1206
11101273,1244
11101274,1202
11101275,1210
11101276,1254
11101277,1226
11101278,1226
11101279,1252
11101280,1212
11101281,1220
11101282,1210
11101283,1223
11101284,1236
11101285,1244
11101286,1206
11101287,1238
11101288,1245
11101289,1255
11101290,1230
11101291,1228
11101292,1213
11101293,1234
11101294,1247
11101295,1239
11101296,1216
11101297,1240
11101298,1215
11101299,1203
11101300,1251
11101301,1242
11101302,1238
11101303,1253
11101304,1255
11101305,1225
11101306,1258
11101307,1243
11101308,1233
11101309,1229
11101310,1236
11101311,1208
11101312,1203
11101313,1241
11101314,1226
11101315,1238
11101316,1203
11101317,1235
11101318,1204
11101319,1214
11101320,1244
11101321,1210
11101322,1216
11101323,1221
11101324,1244
11101325,1215
11101326,1252
11101327,1224
11101328,1220
11101329,1218
11101330,1216
11101331,1259
11101332,1221
11101333,1234
11101334,1219
11101335,1204
11101336,1243
11101337,1219
11101338,1255
11101339,1233
11101340,1207
11101341,1246
11101342,1202
11101343,1234
11101344,1230
11101345,1249
11101346,1233
11101347,1247
11101348,1216
11101349,1210
11101350,1233
11101351,1205
11101352,1238
11101353,1232
11101354,1217
11101355,1245
11101356,1254
11101357,1251
11101358,1227
11101359,1219
11101360,1202
11101361,1245
11101362,1213
11101363,1224
11101364,1203
11101365,1236
11101366,1256
11101367,1215
11101368,1207
11101369,1206
11101370,1244
11101371,1218
11101372,1252
11101373,1221
11101374,1215
11101375,1238
11101376,1218
11101377,1236
11101378,1203
11101379,1229
11101380,1218
11101381,1252
11101382,1211
11101383,1217
11101384,1230
11101385,1230
11101386,1217
11101387,1226
11101388,1211
11101389,1228
11101390,1254
11101391,1246
11101392,1205
11101393,1257
11101394,1255
11101395,1249
11101396,1219
11101397,1256
11101398,1244
11101399,1202
11101400,1217
11101401,1222
11101402,1239
11101403,1215
11101404,1218
11101405,1201
11101406,1237
11101407,1250
11101408,1237
11101409,1244
11101410,1247
11101411,1211
11101412,1237
11101413,1217
11101414,1227
11101415,1208
11101416,1213
11101417,1244
11101418,1247
11101419,1241
11101420,1243
11101421,1250
11101422,1259
11101423,1231
11101424,1240
11101425,1234
11101426,1208
11101427,1257
11101428,1220
11101429,1244
11101430,1254
11101431,1256
11101432,1219
11101433,1251
11101434,1231
11101435,1211
11101436,1255
11101437,1226
11101438,1212
11101439,1256
11101440,1221
11101441,1222
11101442,1242
11101443,1212
11101444,1201
11101445,1216
11101446,1221
11101447,1234
11101448,1235
11101449,1220
11101450,1211
11101451,1250
11101452,1228
11101453,1235
11101454,1258
11101455,1243
11101456,1228
11101457,1217
11101458,1224
11101459,1253
11101460,1213
11101461,1211
11101462,1205
11101463,1208
11101464,1203
11101465,1229
11101466,1212
11101467,1223
11101468,1259
11101469,1246
11101470,1217
11101471,1249
11101472,1201
11101473,1248
11101474,1259
11101475,1208
11101476,1248
11101477,1223
11101478,1219
11101479,1243
11101480,1246
11101481,1241
11101482,1244
11101483,1244
11101484,1203
11101485,1224
11101486,1213
11101487,1233
11101488,1219
11101489,1244
11101490,1256
11101491,1202
11101492,1245
11101493,1234
11101494,1230
11101495,1255
11101496,1211
11101497,1217
11101498,1218
11101499,1257
11101500,1256
11101501,1233
11101502,1208
11101503,1256
11101504,1220
11101505,1203
11101506,1231
11101507,1202
11101508,1242
11101509,1220
11101510,1212
11101511,1248
11101512,1227
11101513,1214
11101514,1225
11101515,1227
11101516,1208
11101517,1237
11101518,1230
11101519,1201
11101520,1217
11101521,1232
11101522,1240
11101523,1228
11101524,1211
11101525,1257
11101526,1221
11101527,1226
11101528,1217
11101529,1232
11101530,1259
11101531,1224
11101532,1256
11101533,1237
11101534,1228
11101535,1212
11101536,1249
11101537,1258
11101538,1235
11101539,1240
11101540,1227
11101541,1247
11101542,1214
11101543,1257
11101544,1206
11101545,1237
11101546,1252
11101547,1205
11101548,1243
11101549,1204
11101550,1257
11101551,1230
11101552,1233
11101553,1228
11101554,1225
11101555,1219
11101556,1222
11101557,1231
11101558,1207
11101559,1230
11101560,1236
11101561,1259
11101562,1228
11101563,1242
11101564,1219
11101565,1204
11101566,1253
11101567,1201
11101568,1259
11101569,1235
11101570,1203
11101571,1252
11101572,1222
11101573,1215
11101574,1245
11101575,1216
11101576,1235
11101577,1221
11101578,1243
11101579,1217
11101580,1220
11101581,1214
11101582,1217
11101583,1242
11101584,1236
11101585,1227
11101586,1240
11101587,1216
11101588,1231
11101589,1232
11101590,1206
11101591,1202
11101592,1229
11101593,1249
11101594,1223
11101595,1209
11101596,1235
11101597,1258
11101598,1216
11101599,1206
11101600,1211
11101601,1243
11101602,1221
11101603,1214
11101604,1236
11101605,1207
11101606,1210
11101607,1220
11101608,1207
11101609,1240
11101610,1216
11101611,1219
11101612,1222
11101613,1215
11101614,1219
11101615,1233
11101616,1259
11101617,1234
11101618,1223
11101619,1224
11101620,1237
11101621,1256
11101622,1254
11101623,1246
11101624,1213
11101625,1249
11101626,1253
11101627,1239
11101628,1202
11101629,1233
11101630,1204
11101631,1221
11101632,1215
11101633,1207
11101634,1242
11101635,1205
11101636,1218
11101637,1220
11101638,1232
11101639,1246
11101640,1257
11101641,1222
11101642,1233
11101643,1254
11101644,1238
11101645,1203
11101646,1235
11101647,1212
11101648,1217
11101649,1215
11101650,1208
11101651,1225
11101652,1251
11101653,1252
11101654,1219
11101655,1245
11101656,1209
11101657,1259
11101658,1253
11101659,1234
11101660,1202
11101661,1239
11101662,1203
11101663,1216
11101664,1240
11101665,1216
11101666,1225
11101667,1228
11101668,1236
11101669,1254
11101670,1250
11101671,1239
11101672,1220
11101673,1203
11101674,1236
11101675,1222
11101676,1220
11101677,1233
11101678,1259
11101679,1246
11101680,1230
11101681,1208
11101682,1254
11101683,1241
11101684,1228
11101685,1254
11101686,1246
11101687,1213
11101688,1242
11101689,1223
11101690,1201
11101691,1222
11101692,1235
11101693,1210
11101694,1209
11101695,1231
11101696,1239
11101697,1236
11101698,1244
11101699,1234
11101700,1243
11101701,1254
11101702,1205
11101703,1241
11101704,1250
11101705,1208
11101706,1229
11101707,1235
11101708,1258
11101709,1240
11101710,1255
11101711,1245
11101712,1213
11101713,1230
11101714,1219
11101715,1217
11101716,1207
11101717,1216
11101718,1211
11101719,1217
11101720,1249
11101721,1207
11101722,1220
11101723,1243
11101724,1210
11101725,1208
11101726,1216
11101727,1220
11101728,1246
11101729,1231
11101730,1217
11101731,1208
11101732,1245
11101733,1202
11101734,1217
11101735,1241
11101736,1246
11101737,1226
11101738,1246
11101739,1228
11101740,1220
11101741,1218
11101742,1245
11101743,1210
11101744,1225
11101745,1203
11101746,1225
11101747,1258
11101748,1207
11101749,1233
11101750,1254
11101751,1212
11101752,1258
11101753,1229
11101754,1209
11101755,1244
11101756,1224
11101757,1211
11101758,1231
11101759,1251
11101760,1215
11101761,1254
11101762,1242
11101763,1240
11101764,1234
11101765,1254
11101766,1225
11101767,1257
11101768,1222
11101769,1202
11101770,1212
11101771,1210
11101772,1233
11101773,1203
11101774,1251
11101775,1219
11101776,1214
11101777,1217
11101778,1242
11101779,1244
11101780,1232
11101781,1240
11101782,1234
11101783,1252
11101784,1250
11101785,1258
11101786,1204
11101787,1248
11101788,1210
11101789,1259
11101790,1222
11101791,1228
11101792,1235
11101793,1206
11101794,1214
11101795,1230
11101796,1212
11101797,1234
11101798,1256
11101799,1211
11101800,1225
11101801,1236
11101802,1235
11101803,1223
11101804,1207
11101805,1240
11101806,1258
11101807,1220
11101808,1218
11101809,1241
11101810,1252
11101811,1217
11101812,1238
11101813,1252
11101814,1257
11101815,1210
11101816,1218
11101817,1233
11101818,1225
11101819,1222
11101820,1203
11101821,1220
11101822,1233
11101823,1210
11101824,1238
11101825,1259
11101826,1226
11101827,1237
11101828,1253
11101829,1229
11101830,1256
11101831,1223
11101832,1247
11101833,1212
11101834,1251
11101835,1238
11101836,1214
11101837,1244
11101838,1247
11101839,1213
11101840,1232
11101841,1220
11101842,1254
11101843,1251
11101844,1220
11101845,1202
11101846,1216
11101847,1223
11101848,1220
11101849,1246
11101850,1257
11101851,1228
11101852,1239
11101853,1214
11101854,1226
11101855,1223
11101856,1242
11101857,1218
11101858,1236
11101859,1236
11101860,1208
11101861,1224
11101862,1210
11101863,1245
11101864,1233
11101865,1249
11101866,1212
11101867,1217
11101868,1256
11101869,1208
11101870,1214
11101871,1206
11101872,1201
11101873,1239
11101874,1232
11101875,1243
11101876,1234
11101877,1223
11101878,1259
11101879,1201
11101880,1218
11101881,1208
11101882,1213
11101883,1201
11101884,1242
11101885,1214
11101886,1238
11101887,1232
11101888,1242
11101889,1257
11101890,1251
11101891,1243
11101892,1201
11101893,1255
11101894,1214
11101895,1243
11101896,1201
11101897,1204
11101898,1232
11101899,1227
11101900,1254
11101901,1234
11101902,1257
11101903,1248
11101904,1224
11101905,1238
11101906,1237
11101907,1228
11101908,1238
11101909,1233
11101910,1230
11101911,1230
11101912,1226
11101913,1247
11101914,1232
11101915,1247
11101916,1226
11101917,1226
11101918,1207
11101919,1221
11101920,1210
11101921,1259
11101922,1225
11101923,1255
11101924,1202
11101925,1204
11101926,1228
11101927,1240
11101928,1244
11101929,1253
11101930,1203
11101931,1207
11101932,1246
11101933,1246
11101934,1222
11101935,1239
11101936,1258
11101937,1210
11101938,1249
11101939,1206
11101940,1221
11101941,1209
11101942,1227
11101943,1228
11101944,1243
11101945,1250
11101946,1227
11101947,1212
11101948,1217
11101949,1256
11101950,1229
11101951,1241
11101952,1204
11101953,1232
11101954,1216
11101955,1234
11101956,1233
11101957,1235
11101958,1235
11101959,1250
11101960,1248
11101961,1208
11101962,1211
11101963,1251
11101964,1216
11101965,1208
11101966,1244
11101967,1256
11101968,1244
11101969,1226
11101970,1235
11101971,1235
11101972,1224
11101973,1252
11101974,1259
11101975,1256
11101976,1258
11101977,1254
11101978,1211
11101979,1217
11101980,1236
11101981,1202
11101982,1226
11101983,1228
11101984,1256
11101985,1239
11101986,1243
11101987,1237
11101988,1258
11101989,1259
11101990,1226
11101991,1217
11101992,1243
11101993,1242
11101994,1258
11101995,1229
11101996,1259
