rating_id,comment_id
33302020,123418
33302021,123426
33302044,123423
33302048,123425
33302052,123420
33302056,123419
33302068,123424
33302082,123420
33302084,123425
33302089,123420
33302093,123422
33302111,123418
33302116,123421
33302136,123418
33302139,123418
33302152,123418
33302157,123423
33302161,123421
33302174,123422
33302176,123422
33302190,123419
33302191,123420
33302200,123424
33302201,123420
33302203,123418
33302212,123420
33302214,123424
33302218,123423
33302230,123421
33302237,123427
33302242,123419
33302245,123427
33302246,123418
33302248,123427
33302261,123427
33302263,123426
33302266,123421
33302287,123421
33302300,123420
33302309,123427
33302315,123422
33302322,123425
33302323,123419
33302332,123425
33302345,123425
33302346,123421
33302348,123422
33302349,123422
33302350,123421
33302374,123421
33302375,123422
33302383,123422
33302384,123423
33302390,123425
33302407,123420
33302409,123423
33302410,123418
33302420,123423
33302422,123421
33302423,123418
33302430,123419
33302431,123423
33302432,123424
33302435,123421
33302437,123424
33302439,123418
33302440,123418
33302449,123419
33302452,123422
33302453,123418
33302457,123427
33302461,123420
33302465,123426
33302466,123427
33302470,123423
33302471,123427
33302479,123422
33302486,123422
33302487,123425
33302492,123423
33302493,123425
33302494,123418
33302500,123424
33302513,123418
33302514,123425
33302520,123420
33302522,123426
33302532,123423
33302534,123419
33302543,123423
33302547,123418
33302550,123419
33302551,123418
33302552,123422
33302574,123419
33302579,123422
33302582,123424
33302589,123426
33302594,123427
33302601,123420
33302614,123419
33302621,123420
33302623,123418
33302630,123422
33302636,123422
33302638,123419
33302644,123427
33302650,123422
33302652,123427
33302655,123418
33302662,123420
33302663,123424
33302665,123419
33302667,123425
33302669,123418
33302677,123427
33302681,123426
33302691,123422
33302692,123422
33302699,123421
33302701,123426
33302726,123422
33302741,123419
33302743,123418
33302746,123423
33302747,123427
33302748,123419
33302749,123421
33302755,123422
33302759,123424
33302774,123425
33302777,123427
33302783,123422
33302792,123427
33302797,123425
33302798,123426
33302811,123426
33302828,123427
33302831,123423
33302834,123418
33302852,123425
33302854,123424
33302858,123427
33302860,123424
33302866,123425
33302868,123419
33302879,123419
33302882,123424
33302886,123422
33302892,123426
33302893,123419
33302897,123423
33302904,123419
33302905,123419
33302911,123424
33302931,123426
33302934,123422
33302953,123419
33302956,123420
33302957,123419
33302959,123422
33302964,123422
33302965,123422
33302972,123426
33302979,123424
33302987,123422
33302988,123422
33302993,123425
33302995,123421
33303002,123420
33303023,123426
33303027,123423
33303036,123419
33303045,123419
33303050,123422
33303056,123418
33303058,123420
33303066,123418
33303073,123426
33303074,123421
33303095,123425
33303096,123422
33303103,123424
33303110,123424
33303112,123426
33303120,123419
33303123,123420
33303130,123422
33303141,123424
33303145,123418
33303146,123421
33303150,123421
33303151,123421
33303165,123425
33303170,123420
33303180,123425
33303181,123424
33303183,123422
33303184,123420
33303191,123426
33303195,123422
33303216,123420
33303217,123422
33303219,123421
33303227,123424
33303240,123418
33303249,123426
33303250,123427
33303256,123420
33303266,123425
33303269,123422
33303270,123420
33303282,123419
33303290,123425
33303291,123419
33303298,123422
33303300,123423
33303313,123425
33303314,123424
33303315,123422
33303320,123420
33303325,123418
33303329,123423
33303333,123418
33303336,123423
33303344,123424
33303348,123421
33303353,123426
33303368,123423
33303370,123424
33303371,123424
33303374,123423
33303406,123426
33303407,123422
33303417,123427
33303418,123420
33303421,123427
33303429,123421
33303438,123422
33303443,123422
33303453,123418
33303456,123425
33303462,123427
33303463,123420
33303481,123425
33303489,123425
33303496,123418
33303499,123426
33303504,123421
33303516,123421
33303518,123426
33303524,123423
33303528,123421
33303539,123421
33303542,123425
33303564,123426
33303591,123424
33303604,123427
33303615,123422
33303618,123419
33303624,123419
33303637,123420
33303647,123423
33303652,123419
33303654,123426
33303656,123426
33303657,123420
33303659,123424
33303661,123421
33303664,123423
33303667,123427
33303677,123418
33303683,123426
33303706,123419
33303716,123424
33303721,123423
33303731,123424
33303752,123427
33303753,123422
33303754,123422
33303755,123422
33303758,123420
33303760,123421
33303764,123418
33303765,123421
33303766,123425
33303768,123426
33303771,123424
33303792,123418
33303810,123418
33303814,123426
33303818,123419
33303829,123424
33303832,123426
33303855,123424
33303862,123425
33303863,123419
33303867,123418
33303882,123419
33303885,123418
33303890,123422
33303894,123427
33303895,123423
33303902,123421
33303909,123425
33303915,123427
33303919,123427
33303923,123422
33303925,123421
33303926,123419
33303938,123424
33303944,123422
33303946,123422
33303949,123426
33303950,123421
33303956,123426
33303961,123423
33303964,123427
33303970,123427
33303971,123427
33303984,123427
33303988,123418
33304005,123419
33304007,123420
33304011,123420
33304015,123423
33304018,123424
33304022,123426
33304030,123426
33304036,123423
33304038,123420
33304041,123426
33304042,123423
33304054,123423
33304058,123418
33304078,123423
33304079,123427
33304088,123424
33304093,123419
33304097,123420
33304134,123423
33304138,123420
33304161,123421
33304165,123424
33304189,123422
33304192,123426
33304195,123425
33304202,123427
33304205,123422
33304207,123420
33304209,123424
33304211,123418
33304221,123425
33304231,123426
33304237,123422
33304242,123418
33304243,123427
33304245,123423
33304255,123424
33304258,123421
33304264,123423
33304267,123423
33304270,123424
33304278,123427
33304279,123419
33304283,123420
33304289,123418
33304298,123420
33304310,123425
33304312,123427
33304313,123422
33304314,123426
33304340,123422
33304345,123424
33304350,123421
33304352,123419
33304355,123425
33304362,123426
33304366,123425
33304372,123421
33304374,123424
33304384,123425
33304391,123422
33304393,123425
33304398,123426
33304402,123426
33304406,123421
33304418,123425
33304419,123421
33304420,123423
33304427,123418
33304428,123420
33304429,123420
33304431,123427
33304433,123424
33304447,123421
33304451,123423
33304452,123423
33304493,123423
33304520,123423
33304534,123423
33304538,123423
33304543,123421
33304547,123426
33304557,123427
33304559,123423
33304565,123423
33304570,123421
33304576,123422
33304580,123418
33304615,123422
33304616,123419
33304618,123421
33304620,123418
33304625,123420
33304627,123419
33304631,123419
33304632,123427
33304650,123426
33304662,123423
33304676,123422
33304679,123427
33304686,123419
33304690,123421
33304695,123420
33304698,123423
33304733,123425
33304746,123418
33304748,123418
33304757,123427
33304770,123424
33304774,123425
33304782,123424
33304783,123418
33304785,123423
33304790,123425
33304798,123424
33304801,123425
33304832,123426
33304834,123422
33304835,123426
33304843,123422
33304847,123419
33304848,123427
33304856,123418
33304864,123419
33304883,123423
33304887,123423
33304889,123424
33304891,123426
33304904,123421
33304920,123419
33304924,123419
33304937,123425
33304942,123421
33304957,123425
33304965,123420
33304976,123425
33304982,123427
33304988,123418
33304996,123422
33300011,123425
33300019,123427
33300030,123424
33300031,123425
33300043,123425
33300049,123421
33300053,123421
33300055,123420
33300057,123425
33300058,123420
33300060,123423
33300064,123426
33300072,123425
33300074,123419
33300081,123424
33300082,123424
33300084,123424
33300102,123419
33300111,123420
33300114,123425
33300118,123427
33300120,123421
33300123,123427
33300129,123421
33300131,123420
33300134,123422
33300144,123421
33300152,123427
33300155,123420
33300160,123427
33300161,123427
33300185,123427
33300186,123421
33300188,123423
33300192,123424
33300194,123424
33300200,123424
33300207,123420
33300210,123420
33300212,123424
33300215,123422
33300222,123424
33300227,123422
33300230,123425
33300238,123418
33300250,123426
33300253,123423
33300254,123422
33300257,123424
33300258,123427
33300261,123426
33300277,123427
33300279,123425
33300280,123422
33300286,123418
33300292,123420
33300294,123418
33300296,123422
33300311,123425
33300313,123426
33300319,123418
33300322,123424
33300326,123420
33300330,123425
33300350,123426
33300359,123418
33300368,123423
33300370,123425
33300378,123422
33300394,123418
33300397,123426
33300419,123424
33300422,123426
33300435,123426
33300446,123420
33300466,123421
33300468,123423
33300475,123420
33300485,123424
33300490,123419
33300493,123423
33300495,123425
33300500,123420
33300502,123427
33300503,123425
33300516,123419
33300519,123424
33300520,123419
33300534,123419
33300536,123427
33300539,123425
33300543,123424
33300547,123423
33300558,123422
33300561,123420
33300566,123423
33300568,123419
33300569,123426
33300571,123425
33300589,123423
33300594,123419
33300596,123423
33300602,123420
33300609,123420
33300621,123425
33300626,123419
33300628,123419
33300631,123421
33300632,123427
33300633,123424
33300635,123426
33300638,123422
33300639,123426
33300646,123425
33300647,123421
33300672,123427
33300673,123427
33300683,123424
33300684,123426
33300685,123420
33300692,123427
33300694,123418
33300698,123425
33300699,123426
33300701,123422
33300708,123425
33300728,123427
33300731,123426
33300735,123422
33300758,123419
33300761,123424
33300770,123421
33300783,123427
33300784,123425
33300785,123425
33300789,123427
33300792,123426
33300794,123426
33300800,123427
33300814,123424
33300819,123424
33300828,123426
33300835,123426
33300847,123419
33300848,123426
33300852,123422
33300853,123425
33300880,123424
33300888,123419
33300890,123420
33300896,123421
33300906,123425
33300909,123423
33300916,123424
33300924,123419
33300926,123421
33300935,123422
33300944,123418
33300948,123421
33300949,123420
33300951,123419
33300959,123422
33300966,123423
33300973,123422
33300978,123427
33300981,123426
33300982,123421
33300985,123423
33300990,123427
33300995,123419
33301003,123421
33301010,123419
33301014,123422
33301031,123419
33301037,123423
33301041,123419
33301042,123422
33301045,123422
33301053,123422
33301054,123425
33301059,123426
33301064,123425
33301068,123418
33301073,123420
33301086,123423
33301101,123425
33301111,123425
33301118,123423
33301120,123422
33301123,123418
33301130,123418
33301138,123421
33301146,123425
33301155,123427
33301160,123422
33301172,123427
33301173,123421
33301174,123427
33301176,123422
33301183,123421
33301190,123419
33301199,123427
33301201,123424
33301209,123418
33301213,123420
33301219,123423
33301230,123424
33301231,123420
33301242,123419
33301248,123425
33301252,123427
33301255,123419
33301257,123419
33301258,123427
33301265,123427
33301283,123427
33301287,123420
33301288,123426
33301292,123421
33301294,123423
33301298,123420
33301302,123418
33301311,123418
33301324,123425
33301341,123424
33301343,123424
33301348,123426
33301351,123425
33301357,123423
33301360,123423
33301361,123424
33301368,123424
33301376,123422
33301379,123421
33301382,123427
33301386,123425
33301387,123422
33301390,123424
33301397,123422
33301403,123427
33301409,123420
33301411,123427
33301412,123427
33301413,123422
33301416,123418
33301433,123422
33301439,123420
33301440,123424
33301441,123424
33301467,123421
33301470,123420
33301478,123425
33301480,123426
33301481,123427
33301487,123424
33301491,123422
33301492,123418
33301497,123427
33301511,123418
33301513,123426
33301529,123427
33301530,123420
33301549,123425
33301565,123424
33301567,123426
33301571,123422
33301583,123420
33301591,123418
33301594,123426
33301599,123424
33301604,123424
33301629,123427
33301638,123424
33301649,123424
33301654,123424
33301663,123419
33301678,123422
33301679,123418
33301681,123420
33301682,123419
33301696,123419
33301698,123420
33301699,123421
33301708,123426
33301711,123426
33301722,123420
33301730,123419
33301737,123426
33301741,123418
33301742,123425
33301743,123422
33301745,123420
33301751,123424
33301752,123420
33301753,123419
33301775,123423
33301791,123419
33301792,123418
33301796,123419
33301803,123421
33301804,123422
33301821,123427
33301827,123424
33301837,123422
33301854,123425
33301859,123423
33301862,123419
33301867,123426
33301876,123426
33301883,123421
33301887,123427
33301893,123426
33301896,123427
33301897,123419
33301902,123426
33301913,123427
33301917,123427
33301927,123425
33301941,123427
33301945,123423
33301952,123425
33301970,123426
33301971,123418
33301975,123423
33301977,123427
33301980,123418
33301983,123427
33301990,123425
33301991,123425
33302008,123426
33302010,123422
33302013,123425
33302023,123418
33302024,123424
33302025,123423
33302032,123424
33302063,123425
33302087,123423
33302088,123427
33302094,123424
33302101,123420
33302102,123421
33302107,123423
33302114,123425
33302124,123424
33302125,123426
33302129,123418
33302132,123424
33302140,123419
33302149,123418
33302151,123422
33302154,123423
33302155,123424
33302156,123424
33302159,123423
33302162,123425
33302165,123422
33302166,123418
33302167,123424
33302173,123419
33302177,123421
33302179,123420
33302181,123422
33302194,123426
33302198,123425
33302204,123419
33302207,123421
33302208,123425
33302211,123425
33302213,123422
33302217,123424
33302224,123419
33302232,123421
33302239,123427
33302241,123427
33302254,123425
33302262,123418
33302268,123426
33302269,123421
33302270,123427
33302277,123426
33302280,123424
33302285,123425
33302299,123423
33302302,123424
33302305,123424
33302307,123425
33302316,123424
33302317,123421
33302325,123425
33302326,123425
33302331,123418
33302335,123422
33302351,123419
33302356,123420
33302357,123422
33302369,123424
33302370,123426
33302371,123425
33302377,123419
33302380,123422
33302382,123423
33302391,123422
33302392,123425
33302398,123419
33302402,123423
33302403,123418
33302406,123422
33302413,123424
33302415,123420
33302419,123422
33302429,123424
33302441,123424
33302444,123425
33302451,123423
33302475,123424
33302477,123423
33302481,123418
33302485,123421
33302490,123418
33302501,123420
33302508,123426
33302511,123426
33302527,123422
33302528,123424
33302536,123418
33302539,123419
33302542,123418
33302544,123420
33302545,123422
33302558,123425
33302564,123422
33302566,123424
33302570,123421
33302571,123427
33302581,123420
33302599,123422
33302603,123420
33302608,123422
33302622,123425
33302624,123418
33302628,123420
33302629,123423
33302641,123425
33302642,123418
33302646,123426
33302648,123422
33302651,123423
33302654,123421
33302678,123422
33302680,123418
33302698,123424
33302703,123423
33302705,123426
33302710,123425
33302713,123426
33302715,123423
33302717,123427
33302720,123427
33302721,123419
33302730,123425
33302731,123423
33302737,123419
33302740,123425
33302745,123418
33302756,123418
33302761,123424
33302764,123419
33302769,123426
33302795,123423
33302803,123426
33302819,123424
33302825,123419
33302839,123424
33302853,123420
33302857,123427
33302871,123421
33302874,123422
33302880,123427
33302883,123425
33302885,123425
33302889,123424
33302901,123424
33302910,123420
33302914,123425
33302920,123425
33302922,123424
33302923,123425
33302925,123420
33302937,123423
33302941,123419
33302945,123424
33302952,123419
33302954,123421
33302969,123423
33302973,123419
33302974,123420
33302975,123427
33302978,123427
33302980,123426
33302982,123422
33302983,123425
33302985,123426
33302996,123425
33303005,123425
33303006,123422
33303017,123422
33303024,123419
33303025,123427
33303026,123423
33303029,123421
33303033,123427
33303037,123421
33303041,123424
33303054,123422
33303061,123421
33303080,123419
33303081,123427
33303093,123426
33303107,123427
33303109,123423
33303121,123423
33303127,123418
33303129,123426
33303134,123419
33303136,123427
33303139,123419
33303156,123418
33303162,123425
33303172,123427
33303176,123426
33303187,123419
33303189,123422
33303192,123425
33303198,123426
33303204,123424
33303207,123423
33303209,123422
33303213,123420
33303224,123418
33303232,123421
33303246,123419
33303248,123420
33303262,123418
33303265,123425
33303281,123419
33303283,123422
33303284,123420
33303285,123425
33303286,123423
33303299,123426
33303302,123424
33303317,123426
33303321,123427
33303335,123427
33303346,123421
33303358,123425
33303363,123418
33303366,123424
33303369,123424
33303375,123421
33303376,123423
33303379,123425
33303383,123419
33303386,123423
33303387,123420
33303394,123426
33303401,123424
33303405,123418
33303408,123427
33303415,123424
33303425,123423
33303437,123423
33303447,123421
33303451,123425
33303452,123419
33303455,123426
33303466,123425
33303474,123426
33303478,123425
33303480,123423
33303493,123419
33303494,123421
33303495,123422
33303507,123424
33303514,123422
33303538,123424
33303540,123421
33303543,123419
33303546,123423
33303548,123427
33303550,123420
33303558,123424
33303559,123425
33303569,123418
33303570,123426
33303572,123421
33303576,123423
33303580,123425
33303583,123419
33303597,123419
33303598,123426
33303602,123424
33303608,123424
33303611,123418
33303614,123418
33303625,123424
33303627,123418
33303634,123418
33303640,123426
33303644,123424
33303663,123423
33303668,123426
33303669,123423
33303671,123422
33303673,123427
33303675,123418
33303680,123418
33303687,123418
33303689,123422
33303699,123420
33303702,123420
33303710,123423
33303722,123427
33303724,123426
33303737,123423
33303744,123423
33303762,123427
33303769,123422
33303772,123418
33303775,123427
33303794,123424
33303797,123420
33303804,123419
33303816,123422
33303826,123424
33303840,123418
33303843,123425
33303844,123418
33303851,123421
33303857,123424
33303864,123423
33303869,123419
33303870,123426
33303874,123426
33303876,123418
33303880,123425
33303891,123418
33303932,123424
33303934,123427
33303936,123418
33303942,123421
33303945,123423
33303953,123421
33303955,123419
33303979,123427
33303990,123424
33303992,123427
33303994,123426
33303995,123427
33304000,123419
33304004,123420
33304006,123420
33304008,123420
33304026,123423
33304049,123425
33304055,123421
33304059,123418
33304064,123420
33304069,123424
33304070,123420
33304073,123422
33304076,123422
33304085,123419
33304087,123426
33304095,123421
33304098,123424
33304103,123420
33304123,123421
33304126,123421
33304129,123419
33304130,123420
33304136,123426
33304137,123421
33304142,123423
33304159,123418
33304163,123426
33304168,123424
33304178,123422
33304187,123423
33304190,123423
33304191,123418
33304198,123426
33304206,123425
33304214,123418
33304216,123427
33304222,123421
33304233,123420
33304239,123424
33304240,123421
33304244,123424
33304252,123427
33304260,123421
33304268,123420
33304273,123425
33304284,123420
33304286,123419
33304291,123422
33304300,123424
33304301,123426
33304305,123426
33304306,123420
33304318,123425
33304321,123422
33304322,123426
33304324,123418
33304331,123419
33304339,123425
33304343,123420
33304344,123427
33304351,123418
33304380,123424
33304382,123419
33304383,123426
33304395,123423
33304396,123420
33304397,123427
33304408,123423
33304424,123424
33304437,123418
33304439,123422
33304442,123419
33304448,123419
33304456,123422
33304457,123418
33304461,123426
33304467,123424
33304469,123422
33304472,123421
33304479,123422
33304480,123422
33304485,123424
33304496,123421
33304497,123425
33304499,123419
33304503,123426
33304504,123423
33304510,123425
33304519,123423
33304532,123427
33304539,123420
33304545,123422
33304546,123423
33304550,123425
33304551,123426
33304552,123419
33304563,123418
33304569,123423
33304571,123420
33304577,123421
33304583,123418
33304584,123427
33304585,123421
33304589,123418
33304602,123419
33304603,123427
33304605,123423
33304606,123420
33304609,123421
33304611,123425
33304612,123418
33304617,123425
33304619,123419
33304621,123425
33304622,123423
33304629,123423
33304640,123425
33304643,123426
33304647,123425
33304648,123421
33304652,123421
33304661,123419
33304669,123418
33304707,123427
33304711,123427
33304714,123420
33304716,123427
33304719,123420
33304724,123423
33304734,123421
33304736,123422
33304739,123419
33304745,123425
33304768,123420
33304771,123422
33304773,123420
33304777,123426
33304779,123418
33304789,123422
33304791,123426
33304792,123426
33304804,123426
33304806,123421
33304811,123426
33304815,123421
33304816,123425
33304820,123419
33304822,123424
33304838,123426
33304845,123422
33304852,123419
33304855,123420
33304865,123420
33304868,123423
33304870,123420
33304873,123423
33304875,123427
33304876,123420
33304886,123426
33304888,123421
33304893,123427
33304895,123424
33304901,123422
33304903,123422
33304906,123427
33304912,123421
33304914,123423
33304915,123419
33304926,123420
33304928,123421
33304938,123419
33304947,123425
33304973,123419
33304975,123425
33304977,123424
33304984,123425
33304990,123419
33300008,123427
33300010,123424
33300016,123425
33300017,123422
33300020,123425
33300024,123421
33300032,123418
33300036,123426
33300037,123425
33300044,123424
33300052,123418
33300063,123419
33300070,123427
33300071,123423
33300076,123420
33300101,123427
33300105,123424
33300112,123422
33300128,123421
33300138,123427
33300149,123418
33300151,123421
33300153,123421
33300165,123424
33300168,123425
33300173,123419
33300176,123422
33300177,123422
33300181,123420
33300182,123423
33300197,123419
33300203,123418
33300216,123426
33300221,123422
33300224,123419
33300232,123426
33300237,123419
33300240,123423
33300248,123423
33300255,123424
33300264,123426
33300267,123427
33300273,123418
33300281,123427
33300288,123418
33300293,123427
33300300,123424
33300304,123426
33300307,123424
33300312,123426
33300321,123418
33300323,123421
33300328,123423
33300332,123427
33300347,123422
33300348,123421
33300354,123419
33300364,123423
33300365,123426
33300366,123427
33300369,123427
33300373,123426
33300374,123418
33300383,123427
33300384,123425
33300387,123425
33300388,123422
33300391,123425
33300396,123419
33300399,123422
33300414,123419
33300415,123420
33300423,123426
33300428,123419
33300436,123421
33300438,123424
33300439,123426
33300441,123427
33300443,123421
33300448,123418
33300463,123418
33300469,123423
33300477,123422
33300479,123418
33300480,123426
33300481,123419
33300488,123420
33300489,123425
33300491,123425
33300497,123418
33300505,123427
33300510,123418
33300512,123421
33300514,123427
33300515,123422
33300518,123424
33300522,123423
33300523,123425
33300524,123418
33300525,123424
33300526,123418
33300546,123422
33300551,123426
33300554,123422
33300555,123424
33300556,123421
33300560,123424
33300570,123426
33300576,123419
33300590,123418
33300604,123424
33300610,123422
33300611,123420
33300614,123427
33300630,123427
33300648,123420
33300666,123426
33300675,123423
33300679,123425
33300686,123423
33300688,123425
33300717,123425
33300723,123425
33300724,123420
33300726,123424
33300729,123426
33300734,123418
33300736,123423
33300742,123427
33300743,123419
33300759,123422
33300765,123427
33300773,123419
33300775,123425
33300777,123425
33300786,123424
33300787,123427
33300796,123423
33300799,123418
33300802,123426
33300806,123421
33300810,123423
33300827,123425
33300829,123421
33300831,123419
33300860,123424
33300877,123425
33300879,123425
33300886,123422
33300893,123425
33300895,123421
33300901,123419
33300902,123419
33300908,123422
33300915,123420
33300920,123419
33300922,123418
33300933,123426
33300936,123422
33300937,123427
33300939,123424
33300952,123421
33300955,123418
33300960,123423
33300965,123425
33300989,123418
33301000,123425
33301008,123425
33301012,123426
33301017,123424
33301018,123422
33301027,123427
33301062,123419
33301074,123422
33301075,123425
33301077,123420
33301080,123424
33301084,123426
33301085,123422
33301103,123424
33301104,123424
33301109,123420
33301115,123422
33301145,123426
33301147,123423
33301148,123419
33301154,123426
33301163,123427
33301195,123425
33301197,123419
33301200,123424
33301203,123419
33301205,123423
33301207,123418
33301218,123426
33301221,123423
33301223,123427
33301226,123426
33301232,123422
33301233,123420
33301240,123424
33301244,123424
33301245,123420
33301249,123421
33301254,123425
33301260,123427
33301262,123421
33301264,123419
33301266,123427
33301271,123421
33301278,123420
33301281,123425
33301285,123420
33301291,123418
33301300,123425
33301317,123425
33301320,123421
33301339,123418
33301350,123424
33301369,123420
33301383,123423
33301385,123419
33301394,123426
33301398,123424
33301408,123426
33301410,123425
33301423,123427
33301424,123426
33301438,123425
33301447,123426
33301450,123423
33301456,123426
33301457,123423
33301461,123420
33301462,123424
33301464,123422
33301468,123421
33301479,123422
33301505,123420
33301512,123421
33301517,123425
33301535,123420
33301538,123418
33301540,123424
33301544,123419
33301551,123426
33301555,123424
33301557,123426
33301560,123424
33301561,123423
33301575,123421
33301576,123425
33301578,123424
33301584,123418
33301586,123425
33301588,123427
33301593,123420
33301610,123426
33301612,123421
33301619,123425
33301623,123422
33301625,123425
33301631,123419
33301637,123424
33301639,123419
33301651,123425
33301652,123419
33301670,123425
33301671,123424
33301676,123423
33301687,123419
33301691,123418
33301706,123420
33301714,123423
33301721,123423
33301725,123424
33301727,123427
33301732,123420
33301734,123423
33301739,123423
33301740,123424
33301746,123425
33301750,123424
33301761,123425
33301762,123420
33301772,123427
33301781,123424
33301784,123419
33301786,123424
33301793,123420
33301794,123425
33301799,123420
33301811,123427
33301816,123426
33301824,123424
33301830,123427
33301833,123422
33301850,123425
33301851,123422
33301855,123420
33301857,123419
33301864,123419
33301874,123425
33301888,123424
33301894,123420
33301899,123420
33301901,123426
33301903,123424
33301919,123427
33301930,123424
33301939,123420
33301953,123422
33301960,123419
33301966,123419
33301967,123426
33301979,123424
33301989,123426
33301992,123418
33302000,123427
33302007,123421
33302017,123418
33302026,123419
33302028,123419
33302035,123427
33302036,123421
33302037,123419
33302040,123426
33302042,123424
33302047,123420
33302057,123424
33302058,123420
33302060,123427
33302061,123419
33302071,123421
33302073,123423
33302078,123424
33302081,123424
33302086,123420
33302090,123422
33302091,123421
33302098,123419
33302099,123421
33302106,123422
33302108,123425
33302109,123418
33302118,123418
33302122,123425
33302127,123423
